34025	 dwtaš 	aw	三人称単数人称代名詞（彼、彼女）	ta	・・・個pos_num:sp_	dw	2
44044	 xyly 	xyly	非常に				
44054	 xyly 	xyly	非常に				
44068	 xyly 	xyly	非常に				
44069	 xyly 	xyly	非常に				
44074	 xyly 	xyly	非常に				
44082	 xyly 	xyly	非常に				
46070	 xyly 	xyly	非常に				
49004	 xyly 	xyly	非常に				
50003	 xyly 	xyly	非常に				
50015	 xyly 	xyly	非常に				
50018	 xyly 	xyly	非常に				
50020	 xyly 	xyly	非常に				
50022	 xyly 	xyly	非常に				
50027	 xyly 	xyly	非常に				
51009	 xyly 	xyly	非常に				
53054	 xyly 	xyly	非常に				
53077	 xyly 	xyly	非常に				
53111	 xyly 	xyly	非常に				
54008	 xyly 	xyly	非常に				
54012	 xyly 	xyly	非常に				
55005	 xyly 	xyly	非常に				
57014	 xyly 	xyly	非常に				
57029	 xyly 	xyly	非常に				
57037	 xyly 	xyly	非常に				
59036	 xyly 	xyly	非常に				
59036	 xyly 	xyly	非常に				
59045	 xyly 	xyly	非常に				
62025	 xyly 	xyly	非常に				
63012	 xyly 	xyly	非常に				
63028	 xyly 	xyly	非常に				
63029	 xyly 	xyly	非常に				
64007	 xyly 	xyly	非常に				
64008	 xyly 	xyly	非常に				
64011	 xyly 	xyly	非常に				
65005	 xyly 	xyly	非常に				
65006	 xyly 	xyly	非常に				
66009	 xyly 	xyly	非常に				
67015	 xyly 	xyly	非常に				
71002	 xyly 	xyly	非常に				
71003	 xyly 	xyly	非常に				
71010	 xyly 	xyly	非常に				
71016	 xyly 	xyly	非常に				
44047	 anŕd 	ānŕdr	非常に…ので				
44031	 anŕdr 	ānŕdr	非常に…ので				
62026	 anŕdr 	ānŕdr	非常に…ので				
62029	 anŕdr 	ānŕdr	非常に…ので				
62030	 anŕdr 	ānŕdr	非常に…ので				
40032	 awnŕdr 	ānŕdr	非常に…ので				
47042	 lwmy 	lwm	非難				
37043	 prwaz 	prwaz	飛行				
58038	 prwaz 	prwaz	飛行				
58041	 prwaz 	prwaz	飛行				
59066	 prwaz 	prwaz	飛行				
32064	 dm 	dm	尾				
58034	 bxndy 	xndydn	微笑む				
58037	 bxndy 	xndydn	微笑む				
61024	 xndyd 	xndydn	微笑む				
31024	 myxnde 	xndydn	微笑む				
31025	 myxnde 	xndydn	微笑む				
34001	 xwšgl 	xwšgl	美しい				
43008	 xwšgl 	xwšgl	美しい				
50018	 xwšgl 	xwšgl	美しい				
71014	 xwšgl 	xwšgl	美しい				
71015	 xwšgl 	xwšgl	美しい				
32025	 zyba 	zyba	美しい				
35001	 zyba 	zyba	美しい				
35002	 zyba 	zyba	美しい				
50052	 zyba 	zyba	美しい				
43008	 ŕšng 	ŕšng	美しい				
46058	 ŕšng 	ŕšng	美しい				
49004	 ŕšng 	ŕšng	美しい				
50015	 ŕšng 	ŕšng	美しい				
53069	 ŕšng 	ŕšng	美しい				
44087	 aħtyaj 	aħtyaj	必要				
37007	 ħajt 	ħajt	必要				
37009	 ħajt 	ħajt	必要				
47026	 lazm 	lazm	必要な				
59075	 lazm 	lazm	必要な				
59076	 lazm 	lazm	必要な				
47025	 nšane 	nšane	標的				
33002	 'nwan 	'nwan	表題				
35004	 aẓear 	aẓear	表明				
56007	 'rź	'rź	表明				
46013	 'rź 	'rź	表明				
48001	 'rź 	'rź	表明				
67017	 'rź 	'rź	表明				
67017	 'rź 	'rź	表明				
67022	 'rź 	'rź	表明				
67024	 'rź 	'rź	表明				
67028	 'rź 	'rź	表明				
66001	 'rź 	'rź	表明				
51003	 'rźe 	'rźe	表明				
65008	 bymarstan 	bymarstan	病院				
65008	 bymarstan 	bymarstan	病院				
40025	 bymary 	bymar	病気の				
50027	 mryź 	mryź	病気の				
70001	 mryź 	mryź	病気の				
41047	 mryź 	mryź	病気の				
31013	 fŕyr 	fŕyr	貧しい				
44001	 fŕyr 	fŕyr	貧しい				
44079	 fŕyr 	fŕyr	貧しい				
44082	 fŕyr 	fŕyr	貧しい				
44084	 fŕyr 	fŕyr	貧しい				
54002	 fŕyr 	fŕyr	貧しい				
64002	 fŕyr 	fŕyr	貧しい				
64014	 fŕyr 	fŕyr	貧しい				
44070	 fŕyry 	fŕyr	貧しい				
44083	 fŕart 	fŕyry	貧乏				
32005	 ŕlŕlk 	qlŕlk	瓶・壺・盆（びん・つぼ・ぼん）				
32006	 ŕlŕlk 	qlŕlk	瓶・壺・盆（びん・つぼ・ぼん）				
32053	 ŕlŕlk 	qlŕlk	瓶・壺・盆（びん・つぼ・ぼん）				
44043	 bdbxty 	bdbxty	不運				
32003	 bdbxt 	bdbxt	不運な				
32004	 bdbxt 	bdbxt	不運な				
32004	 bdbxt 	bdbxt	不運な				
32038	 bdbxt 	bdbxt	不運な				
32050	 bdbxt 	bdbxt	不運な				
42013	 bdbxt 	bdbxt	不運な				
42015	 bdbxt 	bdbxt	不運な				
54013	 bdbxt 	bdbxt	不運な				
43003	 šwmy 	šwmy	不吉				
54017	 dng 	dng	不動産の六分の一				
63004	 škayt 	škayt	不平				
47008	 škayt 	škayt	不平				
47009	 škayt 	škayt	不平				
65011	 glgy 	glgy	不平				
59004	 namšrw' 	namšrw'	不法の				
59005	 namšrw' 	namšrw'	不法の				
54014	 a 	a	不明				
57043	 a 	a	不明				
45032	 t 	t	不明				
67015	 twarzw 	twarzw	不明				
32031	 ħrfbr 	ħrfbr	不明				
58032	 d 	d	不明				
58045	 d 	d	不明				
55007	 dfe'şbany 	dfe'şbany	不明				
59058	 dwlwlwn 	dwlwlwn	不明				
59058	 dylylyn 	dylylyn	不明				
62013	 rat 	rat	不明				
62016	 rat 	rat	不明				
66011	 srtr 	srtr	不明				
66020	 srtr 	srtr	不明				
52005	 fk 	fk	不明				
59053	 kl 	kl	不明				
59059	 kl 	kl	不明				
53117	 lalala 	lalala	不明				
67016	 lawnym 	lawnym	不明				
58054	 mwrax 	mwrax	不明				
44015	 myrwne 	myrwne	不明				
63035	 ewasšwnw 	ewasšwnw	不明				
59078	 yja 	yja	不明				
37005	 laymwt 	laymwt	不滅の				
44012	 naraxty 	naraħty	不愉快				
68010	 naraxty 	naraħty	不愉快				
31002	 šwer 	šwer	夫				
32064	 šwer 	šwer	夫				
41041	 šwer 	šwer	夫				
44088	 šwer 	šwer	夫				
46065	 šwer 	šwer	夫				
47045	 šwer 	šwer	夫				
56019	 šwer 	šwer	夫				
41039	 šwere 	šwer	夫				
32020	 xanm 	xanm	婦人				
32029	 xanm 	xanm	婦人				
32039	 xanm 	xanm	婦人				
32039	 xanm 	xanm	婦人				
32062	 xanm 	xanm	婦人				
32062	 xanm 	xanm	婦人				
32063	 xanm 	xanm	婦人				
32064	 xanm 	xanm	婦人				
32064	 xanm 	xanm	婦人				
32064	 xanm 	xanm	婦人				
44012	 xanm 	xanm	婦人				
44014	 xanm 	xanm	婦人				
44016	 xanm 	xanm	婦人				
44018	 xanm 	xanm	婦人				
44038	 xanm 	xanm	婦人				
44069	 xanm 	xanm	婦人				
44078	 xanm 	xanm	婦人				
44088	 xanm 	xanm	婦人				
67011	 xanm 	xanm	婦人				
71005	 xanm 	xanm	婦人				
71008	 xanm 	xanm	婦人				
71009	 xanm 	xanm	婦人				
71014	 xanm 	xanm	婦人				
71015	 xanm 	xanm	婦人				
57044	 xanme 	xanm	婦人				
34017	 xanmy 	xanm	婦人				
44088	 xanmy 	xanm	婦人				
71005	 xanmy 	xanm	婦人				
36004	 tbr 	tbr	斧				
63026	 bab 	bab	父				
33002	 pdr 	pdr	父				
33003	 pdr 	pdr	父				
33003	 pdr 	pdr	父				
33009	 pdr 	pdr	父				
33016	 pdr 	pdr	父				
33016	 pdr 	pdr	父				
33020	 pdr 	pdr	父				
33022	 pdr 	pdr	父				
34003	 pdr 	pdr	父				
34009	 pdr 	pdr	父				
34010	 pdr 	pdr	父				
34012	 pdr 	pdr	父				
34014	 pdr 	pdr	父				
43037	 pdr 	pdr	父				
45025	 pdr 	pdr	父				
47037	 pdr 	pdr	父				
50084	 pdr 	pdr	父				
50085	 pdr 	pdr	父				
60002	 pdr 	pdr	父				
62026	 pdr 	pdr	父				
62035	 pdr 	pdr	父				
67035	 pdr 	pdr	父				
71001	 pdr 	pdr	父				
62012	 pdre 	pdr	父				
62019	 pdre 	pdr	父				
62020	 pdre 	pdr	父				
62022	 pdre 	pdr	父				
62027	 pdre 	pdr	父				
43036	 'mw 	'mw	父方のおじ				
69001	 'mw 	'mw	父方のおじ				
69002	 'mw 	'mw	父方のおじ				
69006	 'mw 	'mw	父方のおじ				
69006	 'mw 	'mw	父方のおじ				
69013	 'mw 	'mw	父方のおじ				
43018	 'mwy 	'mw	父方のおじ				
43034	 'mwy 	'mw	父方のおじ				
69001	 'mwyy 	'mw	父方のおじ				
69004	 'me 	'me	父方のおば				
69003	 'me ay 	'me	父方のおば				
65007	 mjrwħ 	mjrwħ	負傷した				
65007	 mjrwħ 	mjrwħ	負傷した				
59049	 şħne 	şħne	舞台				
59049	 şħne ay 	şħne	舞台				
68012	 ataŕ 	ataŕ	部屋				
44077	 ataŕ 	ataŕ	部屋				
44077	 ataŕ 	ataŕ	部屋				
45033	 ataŕ 	ataŕ	部屋				
50043	 ataŕ 	ataŕ	部屋				
50044	 ataŕ 	ataŕ	部屋				
50043	 ataŕe 	ataŕ	部屋				
45008	 ataŕy 	ataŕ	部屋				
44073	 ataŕy 	ataŕ	部屋				
36034	 spae 	spae	部隊				
33006	 āyyn 	āyyn	風習				
32022	 ħmam 	ħmam	風呂				
32022	 ħmam 	ħmam	風呂				
32024	 ħmam 	ħmam	風呂				
32029	 ħmam 	ħmam	風呂				
32058	 ħmam 	ħmam	風呂				
41044	 ħmam 	ħmam	風呂				
50030	 ħmam 	ħmam	風呂				
50034	 ħmam 	ħmam	風呂				
50036	 ħmam 	ħmam	風呂				
50058	 ħmam 	ħmam	風呂				
31033	 ħmwm 	ħmam	風呂				
31034	 ħmwm 	ħmam	風呂				
31036	 ħmwm 	ħmam	風呂				
31037	 ħmwm 	ħmam	風呂				
31038	 ħmwm 	ħmam	風呂				
31039	 ħmwm 	ħmam	風呂				
31040	 ħmwm 	ħmam	風呂				
31041	 ħmwm 	ħmam	風呂				
31043	 ħmwm 	ħmam	風呂				
31046	 ħmwm 	ħmam	風呂				
31046	 ħmwm 	ħmam	風呂				
32034	 ħmwm 	ħmam	風呂				
32037	 ħmwm 	ħmam	風呂				
32037	 ħmwm 	ħmam	風呂				
32057	 ħmwm 	ħmam	風呂				
41036	 ħmwm 	ħmam	風呂				
41037	 ħmwm 	ħmam	風呂				
31037	 ħmwme 	ħmam	風呂				
31044	 ħmwmy 	ħmamy	風呂屋				
31045	 ħmwmy 	ħmamy	風呂屋				
43039	 antŕam 	antŕam	復讐				
43039	 antŕam 	antŕam	復讐				
34029	 'rź 	'rź	幅				
31027	 lbas 	lbas	服				
31031	 lbas 	lbas	服				
31031	 lbas 	lbas	服				
44070	 lbas 	lbas	服				
53099	 lbas 	lbas	服				
53101	 lbas 	lbas	服				
53101	 lbas 	lbas	服				
34030	 lbasy 	lbas	服				
56011	 xyr 	xyr	福祉				
31053	 afswnk 	afsane	物語				
56020	 afswne 	afsane	物語				
33001	 dastan 	dastan	物語				
34052	 dastan 	dastan	物語				
34062	 dastan 	dastan	物語				
59084	 dastan 	dastan	物語				
33002	 dastan eay 	dastan	物語				
53003	 dastan eay 	dastan	物語				
33005	 dastana 	dastan	物語				
33005	 dastany 	dastan	物語				
32065	 ŕşe 	ŕşe	物語				
44079	 ŕşe 	ŕşe	物語				
44079	 ŕşe 	ŕşe	物語				
37057	 ŕşe 	ŕşe	物語				
41007	 ŕşe 	ŕşe	物語				
41008	 ŕşe 	ŕşe	物語				
41022	 ŕşe 	ŕşe	物語				
42001	 ŕşe 	ŕşe	物語				
50031	 ŕşe 	ŕşe	物語				
50033	 ŕşe 	ŕşe	物語				
50033	 ŕşe 	ŕşe	物語				
50057	 ŕşe 	ŕşe	物語				
50059	 ŕşe 	ŕşe	物語				
50065	 ŕşe 	ŕşe	物語				
50066	 ŕşe 	ŕşe	物語				
53001	 ŕşe 	ŕşe	物語				
53123	 ŕşe 	ŕşe	物語				
54001	 ŕşe 	ŕşe	物語				
58057	 ŕşe 	ŕşe	物語				
59004	 ŕşe 	ŕşe	物語				
61026	 ŕşe 	ŕşe	物語				
63044	 ŕşe 	ŕşe	物語				
38022	 ŕşe 	ŕşe	物語				
38025	 ŕşe 	ŕşe	物語				
44084	 ŕşe ay 	ŕşe	物語				
50035	 ŕşe ay 	ŕşe	物語				
50032	 ŕşe ea 	ŕşe	物語				
68012	 dŕyŕe 	dŕyŕe	分（時間、角度）				
43007	 zayman 	zayman	分娩				
45002	 zayman 	zayman	分娩				
45003	 zayman 	zayman	分娩				
45004	 zayman 	zayman	分娩				
45005	 zayman 	zayman	分娩				
47040	 zayman 	zayman	分娩				
33001	 freng 	freng	文化				
53032	 bšnfn 	šnydn	聞く				
36038	 šnyd 	šnydn	聞く				
34019	 šnydm 	šnydn	聞く				
59023	 šnydn 	šnydn	聞く				
59041	 šnydn 	šnydn	聞く				
59052	 šnydn 	šnydn	聞く				
36026	 šnyde 	šnydn	聞く				
36045	 šnyde 	šnydn	聞く				
40017	 myšnwe 	šnydn	聞く				
36037	 nšnyde 	šnydn	聞く				
43024	 srbazan 	srbaz	兵士				
43034	 srbazan 	srbaz	兵士				
37023	 nfrat 	nfrat	兵士				
36015	 swar 	swar	兵卒				
37056	 şlħ 	şlħ	平和				
32007	 bste 	bste	閉じた				
32008	 bste 	bste	閉じた				
37056	 bste 	bste	閉じた				
36030	 bbndyd 	bstn	閉じる				
36030	 bbndyd 	bstn	閉じる				
32064	 bst 	bstn	閉じる				
57016	 bst 	bstn	閉じる				
57039	 bst 	bstn	閉じる				
36031	 bstn 	bstn	閉じる				
36033	 bstn 	bstn	閉じる				
53044	 bste 	bstn	閉じる				
32011	 bste 	bstn	閉じる				
49008	 bste 	bstn	閉じる				
40018	 mybnde 	bstn	閉じる				
67017	 brnj 	brnj	米				
67026	 brnj 	brnj	米				
45043	 dyware 	dywar	壁				
37017	 xdaħafźy 	xdaħafẓy	別れ				
57039	 xdaħafẓ 	xdaħafẓy	別れ				
59001	 čapwl 	čapwl	片手分の量				
59003	 čapwl 	čapwl	片手分の量				
59011	 čapwl 	čapwl	片手分の量				
59013	 čapwl 	čapwl	片手分の量				
59014	 čapwl 	čapwl	片手分の量				
59021	 čapwl 	čapwl	片手分の量				
59022	 čapwl 	čapwl	片手分の量				
59024	 čapwl 	čapwl	片手分の量				
59025	 čapwl 	čapwl	片手分の量				
59032	 čapwl 	čapwl	片手分の量				
59035	 čapwl 	čapwl	片手分の量				
59037	 čapwl 	čapwl	片手分の量				
59043	 čapwl 	čapwl	片手分の量				
37007	 dstšwyy 	dstšwyy	便所				
51006	 ngedary 	ngedary	保護				
51007	 ngedary 	ngedary	保護				
31048	 g=yr 	gyr	捕えること				
31049	 gy=r 	gyr	捕えること				
38002	 gyr 	gyr	捕えること				
53059	 gyr 	gyr	捕えること				
54007	 gyr 	gyr	捕えること				
43024	 dstgyr 	dstgyr	捕らえられた				
39013	 grftar 	grftar	捕らえられた				
44053	 grftar 	grftar	捕らえられた				
63031	 grftar 	grftar	捕らえられた				
63035	 grftar 	grftar	捕らえられた				
45042	 pyade 	pyade	歩いて				
45042	 pyade 	pyade	歩いて				
45043	 pyade 	pyade	歩いて				
31024	 ŕbr 	ŕbr	墓				
34058	 ŕbr 	ŕbr	墓				
34060	 ŕbr 	ŕbr	墓				
34060	 ŕbr 	ŕbr	墓				
34061	 ŕ=b=r 	ŕbr	墓				
34061	 wsţ 	ŕbr	墓				
31023	 ŕbrstwny 	ŕbrstan	墓地				
31025	 ŕbrstwny 	ŕbrstan	墓地				
31007	 madr 	madr	母				
31008	 madr 	madr	母				
32004	 madr 	madr	母				
32005	 madr 	madr	母				
32012	 madr 	madr	母				
32013	 madr 	madr	母				
32052	 madr 	madr	母				
34007	 madr 	madr	母				
34008	 madr 	madr	母				
34010	 madr 	madr	母				
34010	 madr 	madr	母				
34010	 m=adr 	madr	母				
34041	 madr 	madr	母				
34051	 madr 	madr	母				
35018	 madr 	madr	母				
43035	 madr 	madr	母				
44046	 madr 	madr	母				
44063	 madr 	madr	母				
53120	 madr 	madr	母				
56007	 madr 	madr	母				
61005	 madr 	madr	母				
37017	 madre 	madr	母				
37018	 madre 	madr	母				
37019	 madre 	madr	母				
46013	 madre 	madr	母				
46014	 madre 	madr	母				
53121	 madre 	madr	母				
56006	 madre 	madr	母				
56010	 madre 	madr	母				
56012	 madre 	madr	母				
56013	 madre 	madr	母				
56015	 madre 	madr	母				
32002	 madry 	madr	母				
59082	 mħaşre 	mħaşre	包囲				
61018	 ajr 	ajr	報酬				
44031	 jwaer 	jwaer	宝石				
44031	 jwaer 	jwaer	宝石				
45032	 jwaer 	jwaer	宝石				
47026	 jwaer 	jwaer	宝石				
47026	 jwaer 	jwaer	宝石				
63008	 čra 	čra	放牧				
32058	 wylwn 	wylan	放浪する				
56019	 wylwwn 	wylan	放浪する				
43006	 jet 	jet	方向				
43012	 jet 	jet	方向				
43020	 jet 	jet	方向				
44025	 smt 	smt	方向				
43034	 swy 	sw	方向				
36034	 ţrf 	ţrf1	方向				
40017	 ţrf 	ţrf1	方向				
51011	 ţrf 	ţrf1	方向				
60005	 ţrf 	ţrf1	方向				
41013	 wr 	wr	方向				
41013	 wr 	wr	方向				
44078	 wr 	wr	方向				
46015	 wr 	wr	方向				
46015	 wr 	wr	方向				
53071	 wr 	wr	方向				
53071	 wr 	wr	方向				
53105	 wr 	wr	方向				
31043	 ţwr 	ţwr	方法				
67030	 ţwr 	ţwr	方法				
36040	 ţwry 	ţwr	方法				
38014	 ţwry 	ţwr	方法				
41055	 ţwry 	ţwr	方法				
43027	 ţwry 	ţwr	方法				
44077	 ţwry 	ţwr	方法				
63028	 ţwry 	ţwr	方法				
63038	 ţwry 	ţwr	方法				
49027	 dwz 	dwxtn	縫う				
49040	 dwz 	dwxtn	縫う				
49001	 mydwxte 	dwxtn	縫う				
49003	 mydwxte 	dwxtn	縫う				
49014	 mydwze 	dwxtn	縫う				
38005	 'sl 	'sl	蜂蜜				
43027	 klae 	klae	帽子				
43028	 klae 	klae	帽子				
43030	 klae 	klae	帽子				
43030	 klae 	klae	帽子				
45032	 klae 	klae	帽子				
45033	 klae 	klae	帽子				
45035	 klae 	klae	帽子				
45035	 klae 	klae	帽子				
45039	 klae 	klae	帽子				
45040	 klae 	klae	帽子				
45043	 klae 	klae	帽子				
51014	 klae 	klae	帽子				
53005	 klae 	klae	帽子				
53122	 klae 	klae	帽子				
36041	 framwš 	framwš	忘れた				
59020	 framwš 	framwš	忘れた				
59032	 framwš 	framwš	忘れた				
59040	 framwš 	framwš	忘れた				
51007	 mšqwl 	mšqwl	忙しい				
61018	 mšqwl 	mšqwl	忙しい				
63008	 mšqwl 	mšqwl	忙しい				
43034	 jbar 	jbar	暴虐な				
51016	 afša 	afša° 	暴露				
59002	 bxwad 	xwastn	望む				
59003	 bxwad 	xwastn	望む				
63043	 bxwad 	xwastn	望む				
34016	 bxwaed 	xwastn	望む				
40010	 bxwaey 	xwastn	望む				
58003	 xwast 	xwastn	望む				
59049	 xwast 	xwastn	望む				
61023	 xwast 	xwastn	望む				
31052	 xwastm 	xwastn	望む				
47008	 xwastn 	xwastn	望む				
33020	 xwaste 	xwastn	望む				
36015	 xwaste 	xwastn	望む				
36016	 xwaste 	xwastn	望む				
33010	 xwastyd 	xwastn	望む				
43003	 xwaed 	xwastn	望む				
43004	 xwaed 	xwastn	望む				
43005	 xwaend 	xwastn	望む				
41045	 myxwa 	xwastn	望む				
31014	 myxwad 	xwastn	望む				
31039	 myxwad 	xwastn	望む				
32015	 myxwad 	xwastn	望む				
36036	 myxwad 	xwastn	望む				
37032	 myxwad 	xwastn	望む				
43011	 myxwad 	xwastn	望む				
43012	 myxwad 	xwastn	望む				
44050	 myxwad 	xwastn	望む				
44053	 myxwad 	xwastn	望む				
44055	 myxwad 	xwastn	望む				
59082	 myxwad 	xwastn	望む				
69012	 myxwad 	xwastn	望む				
33007	 myxwad 	xwastn	望む				
39020	 myxwad 	xwastn	望む				
32040	 myxwast 	xwastn	望む				
34008	 myxwast 	xwastn	望む				
34050	 myxwast 	xwastn	望む				
36026	 myxwast 	xwastn	望む				
37019	 myxwast 	xwastn	望む				
37050	 myxwast 	xwastn	望む				
37050	 myxwast 	xwastn	望む				
37051	 myxwast 	xwastn	望む				
56016	 myxwast 	xwastn	望む				
61012	 myxwast 	xwastn	望む				
61012	 myxwast 	xwastn	望む				
61015	 myxwast 	xwastn	望む				
64004	 myxwast 	xwastn	望む				
64005	 myxwast 	xwastn	望む				
64009	 myxwast 	xwastn	望む				
66001	 myxwast 	xwastn	望む				
67007	 myxwast 	xwastn	望む				
69001	 myxwast 	xwastn	望む				
48029	 myxwastm 	xwastn	望む				
59031	 myxwastm 	xwastn	望む				
65014	 myxwastm 	xwastn	望む				
65014	 myxwastm 	xwastn	望む				
40023	 myxwastn 	xwastn	望む				
40023	 myxwastn 	xwastn	望む				
53055	 myxwastn 	xwastn	望む				
59015	 myxwastn 	xwastn	望む				
34060	 myxwastnd 	xwastn	望む				
40019	 myxwaste 	xwastn	望む				
47013	 myxwaste 	xwastn	望む				
31038	 myxwam 	xwastn	望む				
32044	 myxwam 	xwastn	望む				
37013	 myxwam 	xwastn	望む				
37031	 myxwam 	xwastn	望む				
37036	 myxwam 	xwastn	望む				
40021	 myxwam 	xwastn	望む				
46005	 myxwam 	xwastn	望む				
46006	 myxwam 	xwastn	望む				
46010	 myxwam 	xwastn	望む				
46012	 myxwam 	xwastn	望む				
46023	 myxwam 	xwastn	望む				
46034	 myxwam 	xwastn	望む				
46038	 myxwam 	xwastn	望む				
48011	 myxwam 	xwastn	望む				
48013	 myxwam 	xwastn	望む				
49015	 myxwam 	xwastn	望む				
49017	 myxwam 	xwastn	望む				
49032	 myxwam 	xwastn	望む				
50080	 myxwam 	xwastn	望む				
67009	 myxwam 	xwastn	望む				
69006	 myxwam 	xwastn	望む				
33009	 myxwam 	xwastn	望む				
44075	 myxwan 	xwastn	望む				
47027	 myxwan 	xwastn	望む				
50006	 myxwan 	xwastn	望む				
53092	 myxwan 	xwastn	望む				
53094	 myxwan 	xwastn	望む				
43002	 myxwaed 	xwastn	望む				
31029	 myxwaey 	xwastn	望む				
32041	 myxwaey 	xwastn	望む				
48012	 myxwaey 	xwastn	望む				
49038	 myxwaey 	xwastn	望む				
66013	 myxwaey 	xwastn	望む				
32044	 myxway 	xwastn	望む				
37015	 myxway 	xwastn	望む				
44020	 myxway 	xwastn	望む				
44021	 myxway 	xwastn	望む				
44023	 myxway 	xwastn	望む				
44050	 myxway 	xwastn	望む				
44050	 myxway 	xwastn	望む				
44051	 myxway 	xwastn	望む				
45023	 myxway 	xwastn	望む				
46035	 myxway 	xwastn	望む				
46049	 myxway 	xwastn	望む				
50071	 myxway 	xwastn	望む				
44074	 myxwaym 	xwastn	望む				
46058	 myxwaym 	xwastn	望む				
44075	 myxwayn 	xwastn	望む				
59028	 myxwayn 	xwastn	望む				
43030	 myxwre 	xwastn	望む				
64013	 nmyxwad 	xwastn	望む				
68012	 nmyxwad 	xwastn	望む				
69006	 nmyxwad 	xwastn	望む				
35002	 nmyxwast 	xwastn	望む				
69002	 nmyxwast 	xwastn	望む				
53017	 nmyxwaste 	xwastn	望む				
46050	 nmyxwam 	xwastn	望む				
47020	 nmyxwam 	xwastn	望む				
49022	 nmyxwam 	xwastn	望む				
53020	 nmyxwam 	xwastn	望む				
53093	 nmyxwam 	xwastn	望む				
32042	 nmyxwaem 	xwastn	望む				
46035	 nmyxway 	xwastn	望む				
36018	 dfa' 	dfa'	防衛				
63037	 dfa' 	dfa'	防衛				
37014	 rxsare 	rxsare	頬				
58050	 ktab eay 	ktab	本				
58050	 ktaby 	ktaby	本の				
61017	 waŕ'a 	waŕ'a	本当に				
61020	 waŕ'a 	waŕ'a	本当に				
53113	 rast 	rast	本当の				
58054	 rast 	rast	本当の				
47025	 rasty 	rast	本当の				
32008	 jadw 	jadw	魔法				
32008	 sħr 	sħr	魔法				
34058	 dfn 	dfn	埋葬				
34059	 dfn 	dfn	埋葬				
34059	 dfn 	dfn	埋葬				
34059	 dfn 	dfn	埋葬				
59038	 tšyy' 	tšyy'	埋葬式に参加すること				
59039	 tšyy' 	tšyy'	埋葬式に参加すること				
59043	 tšyy' 	tšyy'	埋葬式に参加すること				
59017	 wrd 	wrd	毎日唱える祈りの文句				
42001	 ŕzl āla 	ŕzl āla	鱒				
42004	 ŕzl āla 	ŕzl āla	鱒				
42005	 ŕzl āla 	ŕzl āla	鱒				
42008	 ŕzl āla 	ŕzl āla	鱒				
42015	 ŕzl āla 	ŕzl āla	鱒				
44044	 pr 	pr	満ちた				
44047	 pr 	pr	満ちた				
50078	 pr 	pr	満ちた				
53061	 pr 	pr	満ちた				
53108	 pr 	pr	満ちた				
55004	 pr 	pr	満ちた				
57045	 mze 	mze	味				
32012	 wr 	wr	未決				
32012	 wr 	wr	未決				
41054	 wr 	wr	未決				
56003	 xdaya 	xdaya	未決 				
59055	 xdaya 	xdaya	未決 				
67008	 xdaya 	xdaya	未決 				
31052	 bywe 	bywe	未亡人				
57013	 qryb 	qryb	妙な				
32062	 xwab 	xwab	眠り				
51008	 xwab 	xwab	眠り				
51009	 xwab 	xwab	眠り				
51011	 xwab 	xwab	眠り				
51009	 bxwabd 	xwabydn	眠る				
62008	 bxwaby 	xwabydn	眠る				
37021	 xwabyd 	xwabydn	眠る				
41005	 xwabyd 	xwabydn	眠る				
41006	 xwabyd 	xwabydn	眠る				
41057	 xwabyd 	xwabydn	眠る				
57013	 xwabydn 	xwabydn	眠る				
57014	 xwabydn 	xwabydn	眠る				
57015	 xwabydn 	xwabydn	眠る				
32014	 xwabyde 	xwabydn	眠る				
32025	 xwabyde 	xwabydn	眠る				
32055	 xwabyde 	xwabydn	眠る				
37023	 xwabyde 	xwabydn	眠る				
37024	 xwabyde 	xwabydn	眠る				
57020	 myxwabm 	xwabydn	眠る				
57025	 myxwabyd 	xwabydn	眠る				
62004	 myxwabyde 	xwabydn	眠る				
62005	 myxwabyde 	xwabydn	眠る				
43002	 xwab 	xwab	夢				
43001	 xwaby 	xwab	夢				
54002	 bypwl 	bypwl	無一文の				
34006	 dx 	dxtr	娘				
31006	 dxtr 	dxtr	娘				
31006	 dxtr 	dxtr	娘				
31014	 dxtr 	dxtr	娘				
31020	 dxtr 	dxtr	娘				
31026	 dxtr 	dxtr	娘				
31031	 dxtr 	dxtr	娘				
31043	 dxtr 	dxtr	娘				
31046	 dxtr 	dxtr	娘				
32002	 dxtr 	dxtr	娘				
32003	 dxtr 	dxtr	娘				
32004	 dxtr 	dxtr	娘				
32012	 dxtr 	dxtr	娘				
32019	 dxtr 	dxtr	娘				
32020	 dxtr 	dxtr	娘				
32024	 dxtr 	dxtr	娘				
32034	 dxtr 	dxtr	娘				
32064	 dxtr 	dxtr	娘				
34026	 dxtr 	dxtr	娘				
35002	 dxtr 	dxtr	娘				
35003	 dxtr 	dxtr	娘				
35005	 dxtr 	dxtr	娘				
35026	 dxtr 	dxtr	娘				
36024	 dxtr 	dxtr	娘				
37028	 dxtr 	dxtr	娘				
37032	 dxtr 	dxtr	娘				
37056	 dxtr 	dxtr	娘				
38022	 dxtr 	dxtr	娘				
40017	 dxtr 	dxtr	娘				
40019	 dxtr 	dxtr	娘				
40021	 dxtr 	dxtr	娘				
40025	 dxtr 	dxtr	娘				
40027	 dxtr 	dxtr	娘				
40027	 dxtr 	dxtr	娘				
