27055	anša°lle	alea°	おお神よ！				
16049	mwy	mw	毛				
16008	mwy	mw	毛				
16027	mweay	mw	毛				
16048	mweay	mw	毛				
15035	mwr	mwr	蟻				
15035	mwr	mwr	蟻				
13037	mwšta	mwšta	心待ちにする				
23052	mwźw'	mwźw'	主題				
21004	mwźw'	mwźw'	主題				
19013	mwŕ'	mwŕ'	時				
23020	mwŕ'	mwŕ'	時				
23025	mwŕ'	mwŕ'	時				
23041	mwŕ'	mwŕ'	時				
23023	mwŕ'	mwŕ'	時				
28081	mwŕ'	mwŕ'	時				
22151	mwŕ'yt	mwŕ'yt	位置				
11008	myrza	myrza	王子				
11008	myrza	myrza	王子				
11011	myrza	myrza	王子				
22100	mywe ea	mywe	果物				
22020	mywe eay	mywe	果物				
22055	mywe ea	mywe	果物				
22087	mywe eay	mywe	果物				
22048	mywe eay	mywe	果物				
23012	mywe	mywe	果物				
23016	mywe	mywe	果物				
22065	naškry	naškry	神に感謝しないこと				
13014	nam	nam	名				
29004	namadry	namadry	まま母				
29024	namadre	namadry	まま母				
15007	nwn	nan	パン				
15005	nwn	nan	パン				
24007	nwn	nan	パン				
25037	nwn	nan	パン				
21029	nbat	nbat	植物				
25047	nbat	nbat	植物				
27025	njat	njat	救助				
22008	nx	nx	糸				
26007	nxe	nx	糸				
26005	nx	nx	糸				
26008	nx	nx	糸				
15009	nxwd	nxwd	えんどう				
15010	nxwd	nxwd	えんどう				
25019	nda	nda	声				
29063	nda	nda	声				
26020	nđry	nđr	（神への）誓い				
26011	nđry	nđr	（神への）誓い				
27025	nđr	nđr	（神への）誓い				
27026	nđry	nđr	（神への）誓い				
29001	nđr	nđr	（神への）誓い				
29066	nđr	nđr	（神への）誓い				
29065	nđr	nđr	（神への）誓い				
23054	nrgs	nrgs	水仙				
13061	nšwny	nšan	しるし				
13052	nšwny	nšan	しるし				
26011	nšwn	nšan	しるし				
13053	nšwny	nšan	しるし				
12009	nşf eay	nşf	半分				
23010	nşyħt	nşyħt	忠告				
16051	n're	n're	叫び				
17011	nfr	nfr	人				
26010	nfr	nfr	人				
28099	nfr	nfr	人				
17038	nfr	nfr	人				
20028	nfr	nfr	人				
17038	nfr	nfr	人				
17039	nfr	nfr	人				
17039	dwnfr	nfr	人	dw	2		
23037	nf'	nf'	利益				
14012	ngae	ngae	見ること				
23034	ngae	ngae	見ること				
26029	ngae	ngae	見ること				
26029	ngae	ngae	見ること				
28067	ngae	ngae	見ること				
28090	ngae	ngae	見ること				
27042	ngae	ngae	見ること				
28065	ngae	ngae	見ること				
29018	ngae	ngae	見ること				
22023	ngedary	ngedary	保護				
14014	nmk	nmk	塩				
14013	nmk	nmk	塩				
17046	nmk	nmk	塩				
17045	nmk	nmk	塩				
21062	nmk	nmk	塩				
21065	nmk	nmk	塩				
21035	nmk	nmk	塩				
15043	nne	nne	おかあちゃん				
15042	nne	nne	おかあちゃん				
15047	nne	nne	おかあちゃん				
15017	nne	nne	おかあちゃん				
15017	nne	nne	おかあちゃん				
26023	nne	nne	おかあちゃん				
25011	near	near	naear				
12004	nwbt	nwbt	順番				
12008	nwbt	nwbt	順番				
27054	nwr	nwr	光				
29058	nwr	nwr	光				
22087	nw'	nw'	種類				
30019	ny	ny	〈植〉葦（あし）				
30025	ny	ny	〈植〉葦（あし）				
30025	ny	ny	〈植〉葦（あし）				
30026	ny	ny	〈植〉葦（あし）				
30030	nya	ny	〈植〉葦（あし）				
30019	ny	ny	〈植〉葦（あし）				
30024	ny	ny	〈植〉葦（あし）				
30025	ny	ny	〈植〉葦（あし）				
30028	ny	ny	〈植〉葦（あし）				
30029	ny	ny	〈植〉葦（あし）				
30023	ny	ny	〈植〉葦（あし）				
23031	eaš	eaš	〈間〉おお（呼びかけ）				
23028	eaš	eaš	〈間〉おお（呼びかけ）				
23023	eaš	eaš	〈間〉おお（呼びかけ）				
13026	edf	edf	的				
17007	edfy	edf	的				
20027	efte ay	efte	週				
21025	efte	efte	週				
21032	efte	efte	週				
13029	emdygr	emdygr	相互				
13028	emdygr	emdygr	相互				
20028	emdyge	emdygr	相互				
28041	emsadgy	emsaygy	近隣				
17011	emsr	emsr	配偶者				
17029	emsr	emsr	配偶者				
17019	emsray	emsr	配偶者				
20018	emkary	emkary	協力				
20006	emkary	emkary	協力				
20035	emkary	emkary	協力				
26026	endwne	endwane	すいか				
26029	endwne	endwane	すいか				
26034	endwne	endwane	すいか				
26029	endwne	endwane	すいか				
30033	endwne	endwane	すいか				
30032	endwne	endwane	すいか				
30033	endwne	endwane	すいか				
17011	ewa	ewa	空気				
17012	ewa	ewa	空気				
29016	ewa	ewa	天気				
29048	ewa	ewa	天気				
29048	ewa	ewa	天気				
27029	ewl	ewl	急ぎ				
28077	ewl	ewl	急ぎ				
21043	eyzm	eyzm	まき				
21043	eyzm	eyzm	まき				
25008	eyzm	eyzm	まき				
25004	eyzm	eyzm	まき				
29038	eyzm	eyzm	まき				
12006	wħšty	wħšt	恐れ				
12010	wħšt	wħšt	恐れ				
13056	wr	wr	方向				
14013	wr	wr	方向				
14013	wr	wr	方向				
13055	wr	wr	方向				
11011	wr	wr	方向				
11011	wr	wr	方向				
14012	wr	wr	方向				
14012	wr	wr	方向				
16047	wr	wr	方向				
16047	wr	wr	方向				
28013	wr	wr	方向				
28013	wr	wr	方向				
17019	wzra	wzyr	大臣				
17011	wzyr	wzyr	大臣				
17010	wzyr	wzyr	大臣				
17011	wzyr	wzyr	大臣				
21013	wzyr	wzyr	大臣				
21030	wzyr	wzyr	大臣				
21023	wzyr	wzyr	大臣				
27041	wzyr	wzyr	大臣				
27054	wzyr	wzyr	大臣				
29016	wzyr	wzyr	大臣				
29061	wzyr	wzyr	大臣				
29062	wzyr	wzyr	大臣				
29050	wzyr	wzyr	大臣				
29007	wzyr	wzyr	大臣				
26010	wzyr	wzyr	大臣				
13015	wsayl	wsayl	方法				
20005	wsa´l	wsa´l	方法				
28022	wşle	wşle	つぎはぎ				
28022	wşle	wşle	つぎはぎ				
12020	wź'	wź'	情勢				
23021	wź'	wź'	情勢				
23025	wź'	wź'	情勢				
22041	wfa	wfa	忠実				
17024	wŕty	wŕt	時間				
20027	wŕty	wŕt	時間				
16056	wŕty	wŕt	時間				
18066	wŕt	wŕt	時間				
21051	wŕty	wŕt	時間				
21052	wŕty	wŕt	時間				
22012	wŕty	wŕt	時間				
22014	wŕty	wŕt	時間				
22017	wŕty	wŕt	時間				
22037	wŕty	wŕt	時間				
22062	wŕty	wŕt	時間				
26007	wŕt	wŕt	時間				
26008	wŕt	wŕt	時間				
26029	wŕty	wŕt	時間				
26029	wŕty	wŕt	時間				
26032	wŕty	wŕt	時間				
28090	wŕty	wŕt	時間				
28045	wŕtea	wŕt	時間				
28050	wŕt ea	wŕt	時間				
28065	wŕty	wŕt	時間				
29036	wŕt	wŕt	時間				
30019	wŕt	wŕt	時間				
30022	wŕt	wŕt	時間				
14011	wŕty	wŕt	時間				
14013	wŕty	wŕt	時間				
16040	wŕty	wŕt	時間				
21065	wŕty	wŕt	時間				
26025	wŕty	wŕt	時間				
25019	wŕt	wŕt	時間				
27025	wŕt	wŕt	時間				
27027	wŕt	wŕt	時間				
27031	wŕt	wŕt	時間				
29007	wŕt	wŕt	時間				
29002	wŕt	wŕt	時間				
29004	wŕt	wŕt	時間				
29005	wŕt	wŕt	時間				
29016	wŕt	wŕt	時間				
29048	wŕt	wŕt	時間				
29063	wŕt	wŕt	時間				
30009	wŕty	wŕt	時間				
30033	wŕty	wŕt	時間				
30016	wŕty	wŕt	時間				
22119	wŕt	wŕt	時間				
22119	wŕt	wŕt	時間				
28012	wŕt	wŕt	時間				
27041	wkyl	wkyl	代理人				
16003	wylwn	wylwn	と共に用いられる				
21053	yad	yad	記憶				
13059	yarw	yarw	やつ				
20035	yarw	yarw	やつ				
20035	yarw	yarw	やつ				
21052	yaŕwt	yaŕwt	ルビー				
26036	ytymy	ytymy	孤児であること				
12001	yky	yky	一つ				
12001	yky	yky	一つ				
12008	yky	yky	一つ				
14001	yky	yky	一つ				
14001	yky	yky	一つ				
15001	yky	yky	一つ				
15001	yky	yky	一つ				
12007	yky	yky	一つ				
12008	yky	yky	一つ				
12004	yky	yky	一つ				
17004	yky	yky	一つ				
20004	yky	yky	一つ				
21001	yky	yky	一つ				
21001	yky	yky	一つ				
22001	yky	yky	一つ				
22001	yky	yky	一つ				
22010	yky	yky	一つ				
22009	yky	yky	一つ				
22134	yky	yky	一つ				
23001	yky	yky	一つ				
23001	yky	yky	一つ				
27045	yky	yky	一つ				
15016	yew	yew	未決				
26012	yew	yew	未決				
29048	čar	čar	四				
29026	čel	čel	40				
11016	dw	dw	2				
11018	dw	dw	2				
14011	dw	dw	2				
15029	dw	dw	2				
15039	dw	dw	2				
13002	dw	dw	2				
13026	dw	dw	2				
13027	dw	dw	2				
13053	dw	dw	2				
14012	dw	dw	2				
20037	dw	dw	2				
16007	dw	dw	2				
17019	dw	dw	2				
19014	dw	dw	2				
20006	dw	dw	2				
16012	dw	dw	2				
17038	dw	dw	2				
17039	dw	dw	2				
20006	dw	dw	2				
21007	dw	dw	2				
22134	dw	dw	2				
21014	dw	dw	2				
22077	dw	dw	2				
22079	dw	dw	2				
22083	dw	dw	2				
22064	dw	dw	2				
22073	dw	dw	2				
22074	dw	dw	2				
24005	dw	dw	2				
26025	dw	dw	2				
26027	dw	dw	2				
26034	dw	dw	2				
26034	dw	dw	2				
26005	dw	dw	2				
26028	dw	dw	2				
26029	dw	dw	2				
26029	dw	dw	2				
27028	dw	dw	2				
27046	dw	dw	2				
28008	dw	dw	2				
28014	dw	dw	2				
27039	dw	dw	2				
30001	dw	dw	2				
30004	dw	dw	2				
29007	dw	dw	2				
30003	dw	dw	2				
30008	dw	dw	2				
29048	dw	dw	2				
29052	dw	dw	2				
15029	se	se	3				
13002	se	se	3				
13026	se	se	3				
13027	se	se	3				
16007	se	se	3				
17012	se	se	3				
18037	se	se	3				
18057	se	se	3				
17002	se	se	3				
17004	se	se	3				
17013	se	se	3				
18049	se	se	3				
18064	se	se	3				
17003	se	se	3				
21002	se	se	3				
21006	se	se	3				
21008	se	se	3				
21015	se	se	3				
23009	se	se	3				
23011	se	se	3				
23008	se	se	3				
26005	se	se	3				
27039	se	se	3				
29048	se	se	3				
29007	se	se	3				
29007	se	se	3				
29007	se	se	3				
29011	se	se	3				
29048	se	se	3				
29052	se	se	3				
29036	se	se	3				
11016	ne	ne	9				
21050	ne	ne	9				
15010	efta	eft	七				
15013	efta	eft	七				
12002	eft	eft	七				
12003	eft	eft	七				
12012	eft	eft	七				
15009	efta	eft	七				
17024	eft	eft	七				
17024	eft	eft	七				
17026	eft	eft	七				
17026	eft	eft	七				
21024	eft	eft	七				
21031	eft	eft	七				
29035	eft	eft	七				
13004	arslan	arslan	アルスラーン（人名）				
13021	arslan	arslan	アルスラーン（人名）				
13029	arslan	arslan	アルスラーン（人名）				
13031	arslan	arslan	アルスラーン（人名）				
13047	arslan	arslan	アルスラーン（人名）				
13047	arslan	arslan	アルスラーン（人名）				
13008	arslan	arslan	アルスラーン（人名）				
16016	ħsn	ħsn2	ハサン（人名）				
16047	ħsn	ħsn2	ハサン（人名）				
16030	ħsn	ħsn2	ハサン（人名）				
16033	ħsn	ħsn2	ハサン（人名）				
16037	ħsn	ħsn2	ハサン（人名）				
16040	ħsn	ħsn2	ハサン（人名）				
16046	ħsn	ħsn2	ハサン（人名）				
16051	ħsn	ħsn2	ハサン（人名）				
16052	ħsn	ħsn2	ハサン（人名）				
16001	ħsn	ħsn2	ハサン（人名）				
16030	ħsn	ħsn2	ハサン（人名）				
16047	ħsn	ħsn2	ハサン（人名）				
16027	ħsn	ħsn2	ハサン（人名）				
27054	skyne	skyne	イマーム･ホセインの娘の名				
27054	skyne	skyne	イマーム･ホセインの娘の名				
24014	mħmdy	mħmd	マホメット				
11001	mlkmmdy	mlkmħmd	マレク・モハンマド（人名）				
11004	mlkmmd	mlkmħmd	マレク・モハンマド（人名）				
11007	mlkmmd	mlkmħmd	マレク・モハンマド（人名）				
11008	mlkmmd	mlkmħmd	マレク・モハンマド（人名）				
11021	mlkmmd	mlkmħmd	マレク・モハンマド（人名）				
12007	nmky	nmky	ナマキー（人名）				
12012	nmky	nmky	ナマキー（人名）				
12015	nmky	nmky	ナマキー（人名）				
21075	aftade	aftadn	落ちる				
18011	afty	aftadn	落ちる				
16044	aftade	aftadn	落ちる				
21072	aftade	aftadn	落ちる				
23021	myafte	aftadn	落ちる				
28078	myfte	aftadn	落ちる				
27037	myaftn	aftadn	落ちる				
27042	myafte	aftadn	落ちる				
27042	mywfte	aftadn	落ちる				
23045	myafte	aftadn	落ちる				
26014	aftade	aftadn	落ちる				
27014	aftade	aftadn	落ちる				
13012	aftad	aftadn	落ちる				
13013	aftad	aftadn	落ちる				
13015	aftad	aftadn	落ちる				
13036	aftade	aftadn	落ちる				
23006	myafte	aftadn	落ちる				
12009	awmd	āmdn	来る				
12019	myad	āmdn	来る				
13020	awmd	āmdn	来る				
15002	myad	āmdn	来る				
12005	myad	āmdn	来る				
12010	awmd	āmdn	来る				
18061	bya	āmdn	来る				
22131	awmd	āmdn	来る				
17018	myad	āmdn	来る				
17021	āmde	āmdn	来る				
13059	āmd	āmdn	来る				
21023	āmd	āmdn	来る				
21030	āmd	āmdn	来る				
22062	myad	āmdn	来る				
27025	byaym	āmdn	来る				
27029	bya	āmdn	来る				
27048	āmde	āmdn	来る				
29016	awmd	āmdn	来る				
29036	awmd	āmdn	来る				
29048	mywmdn	āmdn	来る				
29063	awmd	āmdn	来る				
29070	awmd	āmdn	来る				
11012	awmd	āmdn	来る				
13017	āmd	āmdn	来る				
13025	awmd	āmdn	来る				
13029	āmd	āmdn	来る				
13029	āmd	āmdn	来る				
14004	āmd	āmdn	来る				
14006	āmd	āmdn	来る				
14006	āmd	āmdn	来る				
14006	āmd	āmdn	来る				
14015	āmd	āmdn	来る				
14016	āmd	āmdn	来る				
15009	myad	āmdn	来る				
15019	myad	āmdn	来る				
15020	myad	āmdn	来る				
15023	myad	āmdn	来る				
15034	myad	āmdn	来る				
15039	myad	āmdn	来る				
15040	myad	āmdn	来る				
15047	myad	āmdn	来る				
11011	awmd	āmdn	来る				
15016	myad	āmdn	来る				
15050	byay	āmdn	来る				
15045	bya	āmdn	来る				
16020	bya	āmdn	来る				
17019	myan	āmdn	来る				
17042	myan	āmdn	来る				
17044	myan	āmdn	来る				
17046	myan	āmdn	来る				
18054	nmyad	āmdn	来る				
20012	myad	āmdn	来る				
20037	awmd	āmdn	来る				
16021	bya	āmdn	来る				
17031	myad	āmdn	来る				
17032	myad	āmdn	来る				
18055	bya	āmdn	来る				
18056	myam	āmdn	来る				
20006	awmdy	āmdn	来る				
21060	āmd	āmdn	来る				
21068	āmd	āmdn	来る				
22020	bya	āmdn	来る				
22030	awmd	āmdn	来る				
22031	awmd	āmdn	来る				
22047	awmd	āmdn	来る				
22057	awmd	āmdn	来る				
22067	awmd	āmdn	来る				
22087	awmd	āmdn	来る				
22090	awmd	āmdn	来る				
22102	awmd	āmdn	来る				
22111	awmd	āmdn	来る				
22113	awmd	āmdn	来る				
22126	awmd	āmdn	来る				
22127	awmd	āmdn	来る				
22155	awmd	āmdn	来る				
21043	myayd	āmdn	来る				
22037	awmd	āmdn	来る				
22049	bya	āmdn	来る				
22069	bya	āmdn	来る				
22087	bya	āmdn	来る				
22128	awmd	āmdn	来る				
22133	awmd	āmdn	来る				
22159	nya	āmdn	来る				
22012	byad	āmdn	来る				
22132	byad	āmdn	来る				
23006	myad	āmdn	来る				
23053	myad	āmdn	来る				
24006	awmd	āmdn	来る				
24007	myamd	āmdn	来る				
23048	awmde	āmdn	来る				
23033	myad	āmdn	来る				
25005	byam	āmdn	来る				
25011	āmd	āmdn	来る				
25012	āmd	āmdn	来る				
25013	āmd	āmdn	来る				
26010	awmd	āmdn	来る				
26012	awmd	āmdn	来る				
26031	myad	āmdn	来る				
26023	myad	āmdn	来る				
27012	myad	āmdn	来る				
27013	myad	āmdn	来る				
27021	myad	āmdn	来る				
27029	myad	āmdn	来る				
27037	myad	āmdn	来る				
27046	myan	āmdn	来る				
27046	myan	āmdn	来る				
27050	myad	āmdn	来る				
27053	myan	āmdn	来る				
27054	myan	āmdn	来る				
28002	awmd	āmdn	来る				
28002	nywmd	āmdn	来る				
28003	mywmd	āmdn	来る				
28007	myand	āmdn	来る				
28009	myad	āmdn	来る				
28012	bya	āmdn	来る				
28023	myad	āmdn	来る				
28024	myad	āmdn	来る				
28026	myad	āmdn	来る				
28026	nmyay	āmdn	来る				
28046	myan	āmdn	来る				
28064	myad	āmdn	来る				
28072	myad	āmdn	来る				
28076	byad	āmdn	来る				
28077	myad	āmdn	来る				
28077	myad	āmdn	来る				
28077	byad	āmdn	来る				
28081	awmdn	āmdn	来る				
28090	myad	āmdn	来る				
28093	myad	āmdn	来る				
28096	myad	āmdn	来る				
28099	myad	āmdn	来る				
27016	bya	āmdn	来る				
28005	nyamd	āmdn	来る				
28006	nmyad	āmdn	来る				
28006	byad	āmdn	来る				
28008	myad	āmdn	来る				
28013	myan	āmdn	来る				
28014	myan	āmdn	来る				
28028	bya	āmdn	来る				
28065	myad	āmdn	来る				
28077	byayn	āmdn	来る				
28077	byayn	āmdn	来る				
28077	byad	āmdn	来る				
28090	awmde	āmdn	来る				
29016	awmdnd	āmdn	来る				
29023	awmd	āmdn	来る				
29046	awmd	āmdn	来る				
29049	awmde	āmdn	来る				
29050	awmd	āmdn	来る				
29070	awmdn	āmdn	来る				
29071	awmdm	āmdn	来る				
30008	myan	āmdn	来る				
30028	myad	āmdn	来る				
29007	awmd	āmdn	来る				
29007	awmdn	āmdn	来る				
29018	awmd	āmdn	来る				
29020	byam	āmdn	来る				
30019	myad	āmdn	来る				
30022	awmde	āmdn	来る				
17047	byan	āmdn	来る				
22037	byam	āmdn	来る				
25019	āmdy	āmdn	来る				
14013	āmd	āmdn	来る				
15046	myam	āmdn	来る				
24010	awmd	āmdn	来る				
25008	āmd	āmdn	来る				
25047	āmdym	āmdn	来る				
23022	myad	āmdn	来る				
16030	myandaze	andaxtn	投げる				
16033	myandaze	andaxtn	投げる				
14006	andaxt	andaxtn	投げる				
17005	myandazm	andaxtn	投げる				
22013	andaxt	andaxtn	投げる				
22011	andaxt	andaxtn	投げる				
22011	andaxt	andaxtn	投げる				
22037	andaxtm	andaxtn	投げる				
25039	myandaze	andaxtn	投げる				
26007	andaxt	andaxtn	投げる				
27050	andaxtm	andaxtn	投げる				
11010	andaxtn	andaxtn	投げる				
11010	andaxtn	andaxtn	投げる				
27040	myandaze	andaxtn	投げる				
29012	bndaz	andaxtn	投げる				
13009	myawrdn	āwrdn	持ってくる				
13021	byarm	āwrdn	持ってくる				
13021	byarym	āwrdn	持ってくる				
18052	byare	āwrdn	持ってくる				
20007	āwrde	āwrdn	持ってくる				
22139	byarm	āwrdn	持ってくる				
21047	byawrd	āwrdn	持ってくる				
13029	āwrd	āwrdn	持ってくる				
16028	byar	āwrdn	持ってくる				
16033	myare	āwrdn	持ってくる				
17035	āwrde	āwrdn	持ってくる				
16027	myarm	āwrdn	持ってくる				
22020	byar	āwrdn	持ってくる				
23032	myare	āwrdn	持ってくる				
23033	myare	āwrdn	持ってくる				
25005	byarm	āwrdn	持ってくる				
25009	āwrd	āwrdn	持ってくる				
26023	āwrdy	āwrdn	持ってくる				
27028	myar	āwrdn	持ってくる				
27031	āwrdy	āwrdn	持ってくる				
27045	myarn	āwrdn	持ってくる				
27053	myarnd	āwrdn	持ってくる				
27054	myarn	āwrdn	持ってくる				
27027	byaryn	āwrdn	持ってくる				
28004	nyawrdy	āwrdn	持ってくる				
28067	āwrdyn	āwrdn	持ってくる				
28005	byarm	āwrdn	持ってくる				
27033	āwrde	āwrdn	持ってくる				
29025	āwrd	āwrdn	持ってくる				
29038	āwrd	āwrdn	持ってくる				
29064	āwrdn	āwrdn	持ってくる				
30030	myar	āwrdn	持ってくる				
29002	byar	āwrdn	持ってくる				
29033	āwrdy	āwrdn	持ってくる				
29032	āwrdm	āwrdn	持ってくる				
25010	āwrd	āwrdn	持ってくる;				
22017	āwrdš	āwrdn	持ってくる	aw	三人称単数人称代名詞（彼、彼女）		
17030	myawre	āwrdn	持ってくる				
17037	myare	āwrdn	持ってくる				
17041	myare	āwrdn	持ってくる				
17044	myare	āwrdn	持ってくる				
18001	myāwrd	āwrdn	持ってくる				
17040	āwrde	āwrdn	持ってくる				
17040	āwrde	āwrdn	持ってくる				
21023	āwrd	āwrdn	持ってくる				
22017	āwrd	āwrdn	持ってくる				
22069	āwrdm	āwrdn	持ってくる				
23009	āwrde	āwrdn	持ってくる				
13046	byaryn	āwrdn	持ってくる				
13046	byaryn	āwrdn	持ってくる				
13047	āwrd	āwrdn	持ってくる				
13047	āwrd	āwrdn	持ってくる				
15007	byar	āwrdn	持ってくる				
13050	āwrdn	āwrdn	持ってくる				
15044	āwrdm	āwrdn	持ってくる				
17036	byar	āwrdn	持ってくる				
17017	āwrdm	āwrdn	持ってくる				
17021	āwrde	āwrdn	持ってくる				
21006	āwrd	āwrdn	持ってくる				
21065	āwrd	āwrdn	持ってくる				
21005	byawrd	āwrdn	持ってくる				
21038	byawrd	āwrdn	持ってくる				
22020	āwrdm	āwrdn	持ってくる				
22031	nyawrdy	āwrdn	持ってくる				
22087	āwrdm	āwrdn	持ってくる				
22049	āwrdm	āwrdn	持ってくる				
26017	āwrdy	āwrdn	持ってくる				
28032	myare	āwrdn	持ってくる				
28085	myare	āwrdn	持ってくる				
28107	āwrde	āwrdn	持ってくる				
28106	myarn	āwrdn	持ってくる				
30025	myare	āwrdn	持ってくる				
12013	bayd	baystn	・・・ねばならない				
15037	bayst	baystn	・・・ねばならない				
13018	bayd	baystn	・・・ねばならない				
16018	bayd	baystn	・・・ねばならない				
16018	bayd	baystn	・・・ねばならない				
17024	bayd	baystn	・・・ねばならない				
20029	bayd	baystn	・・・ねばならない				
18058	bayd	baystn	・・・ねばならない				
22108	bayd	baystn	・・・ねばならない				
22123	nbayd	baystn	・・・ねばならない				
22107	bayd	baystn	・・・ねばならない				
22062	bayd	baystn	・・・ねばならない				
24006	bayd	baystn	・・・ねばならない				
28081	bayd	baystn	・・・ねばならない				
27026	bayd	baystn	・・・ねばならない				
30033	br mydarn	brdaštn	持ち上げる				
12016	mybre	brdn	持って行く				
13039	brd	brdn	持って行く				
17005	mybre	brdn	持って行く				
17036	bbr	brdn	持って行く				
16021	brdy	brdn	持って行く				
21045	bbrd	brdn	持って行く				
14007	brd	brdn	持って行く				
15015	bbre	brdn	持って行く				
15042	mybre	brdn	持って行く				
15046	bbr	brdn	持って行く				
15048	brde	brdn	持って行く				
15040	mybrm	brdn	持って行く				
17027	mybrde	brdn	持って行く				
17035	bbre	brdn	持って行く				
22006	mybrd	brdn	持って行く				
22100	brd	brdn	持って行く				
23026	mybre	brdn	持って行く				
23032	mybre	brdn	持って行く				
24014	brd	brdn	持って行く				
23007	bbre	brdn	持って行く				
25015	brd	brdn	持って行く				
25017	brd	brdn	持って行く				
26011	brd	brdn	持って行く				
26017	brd	brdn	持って行く				
27020	mybre	brdn	持って行く				
27023	bbryd	brdn	持って行く				
27027	mybrn	brdn	持って行く				
27045	bre	brdn	持って行く				
28011	bbr	brdn	持って行く				
23033	mybre	brdn	持って行く;				
16018	bbrm	brdn	持って行く				
16041	mybre	brdn	持って行く				
16050	mybre	brdn	持って行く				
18003	bre	brdn	持って行く				
18017	nmybre	brdn	持って行く				
16044	brde	brdn	持って行く				
13042	brd	brdn	持って行く				
14006	brd	brdn	持って行く				
14008	brd	brdn	持って行く				
14014	mybre	brdn	持って行く				
15020	mybre	brdn	持って行く				
15018	mybrm	brdn	持って行く				
16051	mybre	brdn	持って行く				
17014	mybre	brdn	持って行く				
21010	brdnd	brdn	持って行く				
21039	brd	brdn	持って行く				
21042	brd	brdn	持って行く				
22048	brd	brdn	持って行く				
22087	brd	brdn	持って行く				
21037	brde	brdn	持って行く				
22023	bbrm	brdn	持って行く				
26031	mybrn	brdn	持って行く				
26010	mybre	brdn	持って行く				
26032	mybrn	brdn	持って行く				
27008	mybre	brdn	持って行く				
28093	mybrn	brdn	持って行く				
28093	mybrn	brdn	持って行く				
28106	mybre	brdn	持って行く				
27014	brde	brdn	持って行く				
28106	brde	brdn	持って行く				
26016	brdš	brdn	持って行く	aw	三人称単数人称代名詞（彼、彼女）		
15027	mybrmta	brdn	持って行く	šma	あなた		
25009	bryd	brydn	切る				
30019	mybrnd	brydn	切る				
30018	mybrn	brydn	切る				
30027	brydn	brydn	切る				
11012	bryd	brydn	切る				
12004	bbnde	bstn	閉じる				
12008	bbnde	bstn	閉じる				
12008	bbnde	bstn	閉じる				
12010	nbnde	bstn	閉じる				
12012	nbsty	bstn	閉じる				
12012	bbndy	bstn	閉じる				
24008	mybst	bstn	閉じる				
13027	bst	bstn	閉じる				
15007	bbndy	bstn	閉じる				
15005	mybndm	bstn	閉じる				
25008	bst	bstn	閉じる				
15046	bl	bl	利用する				
25007	baše	bwdn	時制				
26018	bwd	bwdn	時制				
26019	bwd	bwdn	時制				
26003	bwdnd	bwdn	時制				
30013	baše	bwdn	時制				
30006	bwd	bwdn	時制				
30007	bwd	bwdn	時制				
26014	aynţwrye	bwdn	時制	aynţwr	このように		
16025	baše	bwdn	・・・である				
13042	bwd	bwdn	・・・である				
13044	bwd	bwdn	・・・である				
22091	nbwd	bwdn	・・・である				
26012	bwd	bwdn	・・・である				
27024	bwde	bwdn	・・・である				
27025	bwde	bwdn	・・・である				
26018	baše	bwdn	・・・である				
22150	estn	bwdn	・・・である				
22132	bwd	bwdn	・・・である				
22132	bwd	bwdn	・・・である				
23001	bwd	bwdn	・・・である				
23001	nbwd	bwdn	・・・である				
23002	bwd	bwdn	・・・である				
24001	bwd	bwdn	・・・である				
24012	bwd	bwdn	・・・である				
23019	bwd	bwdn	・・・である				
23025	bwde	bwdn	・・・である				
24002	bwdn	bwdn	・・・である				
24003	bwd	bwdn	・・・である				
24016	bwd	bwdn	・・・である				
24010	bwd	bwdn	・・・である				
23037	bwd	bwdn	・・・である				
23037	bwd	bwdn	・・・である				
26001	bwd	bwdn	・・・である				
25033	psrše	bwdn	・・・である	aw	三人称単数人称代名詞（彼、彼女）	psr	息子
22157	ħŕte	bwdn	・・・である	ħŕyŕt	真実		
22123	xdast	bwdn	・・・である	xda	神		
22129	ţwfanye	bwdn	・・・である	ţwfan	台風		
11001	bwd	bwdn	・・・である				
11005	bwd	bwdn	・・・である				
11013	bwd	bwdn	・・・である				
12001	nbwd	bwdn	・・・である				
12002	bwd	bwdn	・・・である				
12004	bwd	bwdn	・・・である				
12007	bwd	bwdn	・・・である				
12009	bwd	bwdn	・・・である				
12017	bwde	bwdn	・・・である				
12023	estm	bwdn	・・・である				
13001	bwd	bwdn	・・・である				
13003	bwd	bwdn	・・・である				
13004	bwd	bwdn	・・・である				
13004	bwd	bwdn	・・・である				
13006	bwd	bwdn	・・・である				
13007	bwd	bwdn	・・・である				
13014	nbwd	bwdn	・・・である				
13021	bwd	bwdn	・・・である				
13024	bwd	bwdn	・・・である				
13029	baše	bwdn	・・・である				
13031	baše	bwdn	・・・である				
13046	bwd	bwdn	・・・である				
13046	bwd	bwdn	・・・である				
13063	baše	bwdn	・・・である				
14001	nbwd	bwdn	・・・である				
14002	bwd	bwdn	・・・である				
14012	nyst	bwdn	・・・である				
14012	bwd	bwdn	・・・である				
15001	bwd	bwdn	・・・である				
15001	bwdnd	bwdn	・・・である				
15020	est	bwdn	・・・である				
15033	baše	bwdn	・・・である				
15048	bwm	bwdn	・・・である				
15049	bwde	bwdn	・・・である				
