27055	انشاءلله	الهاء	おお神よ！				
13021	بیارم	آوردن	持ってくる				
13021	بیاریم	آوردن	持ってくる				
18052	بیاره	آوردن	持ってくる				
20007	آورده	آوردن	持ってくる				
22139	بیارم	آوردن	持ってくる				
21047	بیاورد	آوردن	持ってくる				
13029	آورد	آوردن	持ってくる				
16028	بیار	آوردن	持ってくる				
16033	میاره	آوردن	持ってくる				
17035	آورده	آوردن	持ってくる				
16027	میارم	آوردن	持ってくる				
22020	بیار	آوردن	持ってくる				
23032	میاره	آوردن	持ってくる				
23033	میاره	آوردن	持ってくる				
25005	بیارم	آوردن	持ってくる				
25009	آورد	آوردن	持ってくる				
26023	آوردی	آوردن	持ってくる				
27028	میار	آوردن	持ってくる				
27031	آوردی	آوردن	持ってくる				
27045	میارن	آوردن	持ってくる				
27053	میارند	آوردن	持ってくる				
27054	میارن	آوردن	持ってくる				
27027	بیارین	آوردن	持ってくる				
28004	نیاوردی	آوردن	持ってくる				
28067	آوردین	آوردن	持ってくる				
28005	بیارم	آوردن	持ってくる				
27033	آورده	آوردن	持ってくる				
29025	آورد	آوردن	持ってくる				
29038	آورد	آوردن	持ってくる				
29064	آوردن	آوردن	持ってくる				
30030	میار	آوردن	持ってくる				
29002	بیار	آوردن	持ってくる				
29033	آوردی	آوردن	持ってくる				
29032	آوردم	آوردن	持ってくる				
25010	آورد	آوردن	持ってくる;				
22017	آوردش	آوردن	持ってくる	او	三人称単数人称代名詞（彼、彼女）		
17030	میاوره	آوردن	持ってくる				
17037	میاره	آوردن	持ってくる				
17041	میاره	آوردن	持ってくる				
17044	میاره	آوردن	持ってくる				
18001	میآورد	آوردن	持ってくる				
17040	آورده	آوردن	持ってくる				
17040	آورده	آوردن	持ってくる				
21023	آورد	آوردن	持ってくる				
22017	آورد	آوردن	持ってくる				
22069	آوردم	آوردن	持ってくる				
23009	آورده	آوردن	持ってくる				
13046	بیارین	آوردن	持ってくる				
13046	بیارین	آوردن	持ってくる				
13047	آورد	آوردن	持ってくる				
13047	آورد	آوردن	持ってくる				
15007	بیار	آوردن	持ってくる				
13050	آوردن	آوردن	持ってくる				
15044	آوردم	آوردن	持ってくる				
17036	بیار	آوردن	持ってくる				
17017	آوردم	آوردن	持ってくる				
17021	آورده	آوردن	持ってくる				
21006	آورد	آوردن	持ってくる				
21065	آورد	آوردن	持ってくる				
21005	بیاورد	آوردن	持ってくる				
21038	بیاورد	آوردن	持ってくる				
22020	آوردم	آوردن	持ってくる				
22031	نیاوردی	آوردن	持ってくる				
22087	آوردم	آوردن	持ってくる				
22049	آوردم	آوردن	持ってくる				
26017	آوردی	آوردن	持ってくる				
28032	میاره	آوردن	持ってくる				
28085	میاره	آوردن	持ってくる				
28107	آورده	آوردن	持ってくる				
28106	میارن	آوردن	持ってくる				
30025	میاره	آوردن	持ってくる				
12013	باید	بایستن	・・・ねばならない				
15037	بایست	بایستن	・・・ねばならない				
13018	باید	بایستن	・・・ねばならない				
16018	باید	بایستن	・・・ねばならない				
16018	باید	بایستن	・・・ねばならない				
17024	باید	بایستن	・・・ねばならない				
20029	باید	بایستن	・・・ねばならない				
18058	باید	بایستن	・・・ねばならない				
22108	باید	بایستن	・・・ねばならない				
22123	نباید	بایستن	・・・ねばならない				
22107	باید	بایستن	・・・ねばならない				
22062	باید	بایستن	・・・ねばならない				
24006	باید	بایستن	・・・ねばならない				
28081	باید	بایستن	・・・ねばならない				
27026	باید	بایستن	・・・ねばならない				
30033	بر میدارن	برداشتن	持ち上げる				
12016	میبره	بردن	持って行く				
13039	برد	بردن	持って行く				
17005	میبره	بردن	持って行く				
17036	ببر	بردن	持って行く				
16021	بردی	بردن	持って行く				
21045	ببرد	بردن	持って行く				
14007	برد	بردن	持って行く				
15015	ببره	بردن	持って行く				
15042	میبره	بردن	持って行く				
15046	ببر	بردن	持って行く				
15048	برده	بردن	持って行く				
15040	میبرم	بردن	持って行く				
17027	میبرده	بردن	持って行く				
17035	ببره	بردن	持って行く				
22006	میبرد	بردن	持って行く				
22100	برد	بردن	持って行く				
23026	میبره	بردن	持って行く				
23032	میبره	بردن	持って行く				
24014	برد	بردن	持って行く				
23007	ببره	بردن	持って行く				
25015	برد	بردن	持って行く				
25017	برد	بردن	持って行く				
26011	برد	بردن	持って行く				
26017	برد	بردن	持って行く				
27020	میبره	بردن	持って行く				
27023	ببرید	بردن	持って行く				
27027	میبرن	بردن	持って行く				
27045	بره	بردن	持って行く				
28011	ببر	بردن	持って行く				
23033	میبره	بردن	持って行く;				
16018	ببرم	بردن	持って行く				
16041	میبره	بردن	持って行く				
16050	میبره	بردن	持って行く				
18003	بره	بردن	持って行く				
18017	نمیبره	بردن	持って行く				
16044	برده	بردن	持って行く				
13042	برد	بردن	持って行く				
14006	برد	بردن	持って行く				
14008	برد	بردن	持って行く				
14014	میبره	بردن	持って行く				
15020	میبره	بردن	持って行く				
15018	میبرم	بردن	持って行く				
16051	میبره	بردن	持って行く				
17014	میبره	بردن	持って行く				
21010	بردند	بردن	持って行く				
21039	برد	بردن	持って行く				
21042	برد	بردن	持って行く				
22048	برد	بردن	持って行く				
22087	برد	بردن	持って行く				
21037	برده	بردن	持って行く				
22023	ببرم	بردن	持って行く				
26031	میبرن	بردن	持って行く				
26010	میبره	بردن	持って行く				
26032	میبرن	بردن	持って行く				
27008	میبره	بردن	持って行く				
28093	میبرن	بردن	持って行く				
28093	میبرن	بردن	持って行く				
28106	میبره	بردن	持って行く				
27014	برده	بردن	持って行く				
28106	برده	بردن	持って行く				
26016	بردش	بردن	持って行く	او	三人称単数人称代名詞（彼、彼女）		
15027	میبرمتا	بردن	持って行く	شما	あなた		
25009	برید	بریدن	切る				
30019	میبرند	بریدن	切る				
30018	میبرن	بریدن	切る				
30027	بریدن	بریدن	切る				
11012	برید	بریدن	切る				
12004	ببنده	بستن	閉じる				
12008	ببنده	بستن	閉じる				
12008	ببنده	بستن	閉じる				
12010	نبنده	بستن	閉じる				
12012	نبستی	بستن	閉じる				
12012	ببندی	بستن	閉じる				
24008	میبست	بستن	閉じる				
13027	بست	بستن	閉じる				
15007	ببندی	بستن	閉じる				
15005	میبندم	بستن	閉じる				
25008	بست	بستن	閉じる				
15046	بل	بل	利用する				
25007	باشه	بودن	時制				
26018	بود	بودن	時制				
26019	بود	بودن	時制				
26003	بودند	بودن	時制				
30013	باشه	بودن	時制				
30006	بود	بودن	時制				
30007	بود	بودن	時制				
26014	اینطوریه	بودن	時制	اینطور	このように		
16025	باشه	بودن	・・・である				
13042	بود	بودن	・・・である				
13044	بود	بودن	・・・である				
22091	نبود	بودن	・・・である				
26012	بود	بودن	・・・である				
27024	بوده	بودن	・・・である				
27025	بوده	بودن	・・・である				
26018	باشه	بودن	・・・である				
22150	هستن	بودن	・・・である				
22132	بود	بودن	・・・である				
22132	بود	بودن	・・・である				
23001	بود	بودن	・・・である				
23001	نبود	بودن	・・・である				
23002	بود	بودن	・・・である				
24001	بود	بودن	・・・である				
24012	بود	بودن	・・・である				
23019	بود	بودن	・・・である				
23025	بوده	بودن	・・・である				
24002	بودن	بودن	・・・である				
24003	بود	بودن	・・・である				
24016	بود	بودن	・・・である				
24010	بود	بودن	・・・である				
23037	بود	بودن	・・・である				
23037	بود	بودن	・・・である				
26001	بود	بودن	・・・である				
25033	پسرشه	بودن	・・・である	او	三人称単数人称代名詞（彼、彼女）	پسر	息子
22157	حقته	بودن	・・・である	حقیقت	真実		
22123	خداست	بودن	・・・である	خدا	神		
22129	طوفانیه	بودن	・・・である	طوفان	台風		
11001	بود	بودن	・・・である				
11005	بود	بودن	・・・である				
11013	بود	بودن	・・・である				
12001	نبود	بودن	・・・である				
12002	بود	بودن	・・・である				
12004	بود	بودن	・・・である				
12007	بود	بودن	・・・である				
12009	بود	بودن	・・・である				
12017	بوده	بودن	・・・である				
12023	هستم	بودن	・・・である				
13001	بود	بودن	・・・である				
13003	بود	بودن	・・・である				
13004	بود	بودن	・・・である				
13004	بود	بودن	・・・である				
13006	بود	بودن	・・・である				
13007	بود	بودن	・・・である				
13014	نبود	بودن	・・・である				
13021	بود	بودن	・・・である				
13024	بود	بودن	・・・である				
13029	باشه	بودن	・・・である				
13031	باشه	بودن	・・・である				
13046	بود	بودن	・・・である				
13046	بود	بودن	・・・である				
13063	باشه	بودن	・・・である				
14001	نبود	بودن	・・・である				
14002	بود	بودن	・・・である				
14012	نیست	بودن	・・・である				
14012	بود	بودن	・・・である				
15001	بود	بودن	・・・である				
15001	بودند	بودن	・・・である				
15020	هست	بودن	・・・である				
15033	باشه	بودن	・・・である				
15048	بوم	بودن	・・・である				
15049	بوده	بودن	・・・である				
11003	بودن	بودن	・・・である				
11004	بود	بودن	・・・である				
11011	بود	بودن	・・・である				
12001	بود	بودن	・・・である				
12001	نبود	بودن	・・・である				
12009	بود	بودن	・・・である				
12010	بود	بودن	・・・である				
12010	بود	بودن	・・・である				
12022	نیست	بودن	・・・である				
13033	باشه	بودن	・・・である				
14001	بود	بودن	・・・である				
14001	نبود	بودن	・・・である				
15001	بود	بودن	・・・である				
15001	نبود	بودن	・・・である				
15015	نیست	بودن	・・・である				
15034	بوده	بودن	・・・である				
15048	است	بودن	・・・である				
15050	بوده	بودن	・・・である				
12005	ببره	بودن	・・・である				
12012	بود	بودن	・・・である				
13018	نی	بودن	・・・である				
13050	بودم	بودن	・・・である				
13050	بودم	بودن	・・・である				
14019	بود	بودن	・・・である				
15017	هستم	بودن	・・・である				
15008	باشه	بودن	・・・である				
16002	بود	بودن	・・・である				
16011	هست	بودن	・・・である				
16022	هستم	بودن	・・・である				
16029	بوده	بودن	・・・である				
16037	باشه	بودن	・・・である				
16046	باشه	بودن	・・・である				
16057	بود	بودن	・・・である				
17001	بوده	بودن	・・・である				
17009	بود	بودن	・・・である				
17021	بوده	بودن	・・・である				
17026	بوده	بودن	・・・である				
17027	بوده	بودن	・・・である				
17029	باشه	بودن	・・・である				
17042	نی	بودن	・・・である				
18005	بید	بودن	・・・である				
18010	باشه	بودن	・・・である				
18019	بید	بودن	・・・である				
18066	بید	بودن	・・・である				
19001	بوده	بودن	・・・である				
20001	بود	بودن	・・・である				
20001	بود	بودن	・・・である				
20004	بود	بودن	・・・である				
20005	بود	بودن	・・・である				
20006	بودند	بودن	・・・である				
20013	بوده	بودن	・・・である				
20029	بوده	بودن	・・・である				
16012	بود	بودن	・・・である				
16044	بود	بودن	・・・である				
16048	بوده	بودن	・・・である				
17003	بوده	بودن	・・・である				
17015	بوده	بودن	・・・である				
20003	بودن	بودن	・・・である				
20009	باشه	بودن	・・・である				
20015	بود	بودن	・・・である				
20015	بودن	بودن	・・・である				
20035	بوده	بودن	・・・である				
20035	بوده	بودن	・・・である				
20035	بودن	بودن	・・・である				
20035	بودن	بودن	・・・である				
16044	بود	بودن	・・・である				
17046	بودن	بودن	・・・である				
18045	ای	بودن	・・・である				
21001	بود	بودن	・・・である				
21001	نبود	بودن	・・・である				
21004	بودن	بودن	・・・である				
21024	بود	بودن	・・・である				
21031	بود	بودن	・・・である				
21076	بود	بودن	・・・である				
22001	بود	بودن	・・・である				
22001	نبود	بودن	・・・である				
22001	نبـود	بودن	・・・である				
22002	بود	بودن	・・・である				
22003	بود	بودن	・・・である				
22014	هست	بودن	・・・である				
22015	بود	بودن	・・・である				
22032	نیست	بودن	・・・である				
22033	نیست	بودن	・・・である				
22035	نبودی	بودن	・・・である				
22045	بوده	بودن	・・・である				
22094	بایستی	بودن	・・・である				
22098	بود	بودن	・・・である				
22109	باشم	بودن	・・・である				
22124	نیست	بودن	・・・である				
21069	هستم	بودن	・・・である				
22005	بودن	بودن	・・・である				
22007	بودن	بودن	・・・である				
22016	بود	بودن	・・・である				
22021	باشم	بودن	・・・である				
22025	بود	بودن	・・・である				
22036	بودم	بودن	・・・である				
22064	باشیم	بودن	・・・である				
22074	باشه	بودن	・・・である				
22113	هستند	بودن	・・・である				
21055	باشد	بودن	・・・である				
21072	است	بودن	・・・である				
22012	بود	بودن	・・・である				
22028	باشه	بودن	・・・である				
22029	باشه	بودن	・・・である				
22082	بود	بودن	・・・である				
21069	بود	بودن	・・・である				
21075	بود	بودن	・・・である				
22087	بود	بودن	・・・である				
22098	نیست	بودن	・・・である				
21022	است	بودن	・・・である				
22007	بودن	بودن	・・・である				
22030	بودن	بودن	・・・である				
22087	بوده	بودن	・・・である				
26033	بود	بودن	・・・である				
26029	نبوده	بودن	・・・である				
26032	بود	بودن	・・・である				
26032	بود	بودن	・・・である				
26030	بود	بودن	・・・である				
27041	بودن	بودن	・・・である				
27041	بودن	بودن	・・・である				
27041	بودن	بودن	・・・である				
27044	نیست	بودن	・・・である				
27053	بوده	بودن	・・・である				
28001	بود	بودن	・・・である				
28001	بود	بودن	・・・である				
28038	بود	بودن	・・・である				
28038	بودیم	بودن	・・・である				
28045	بوده	بودن	・・・である				
28050	بوده	بودن	・・・である				
28066	بوده	بودن	・・・である				
28066	بوده	بودن	・・・である				
28079	باش	بودن	・・・である				
28079	باش	بودن	・・・である				
28085	بوده	بودن	・・・である				
28090	بودن	بودن	・・・である				
28090	نیست	بودن	・・・である				
27026	بوده	بودن	・・・である				
27048	بوده	بودن	・・・である				
27050	بوده	بودن	・・・である				
27050	بوده	بودن	・・・である				
28090	هستیم	بودن	・・・である				
28092	هست	بودن	・・・である				
27029	هست	بودن	・・・である				
28106	بوده	بودن	・・・である				
27026	باشه	بودن	・・・である				
27048	بوده	بودن	・・・である				
29013	باشه	بودن	・・・である				
29042	بود	بودن	・・・である				
29060	بود	بودن	・・・である				
29060	بود	بودن	・・・である				
29066	بوده	بودن	・・・である				
29007	هستی	بودن	・・・である				
29033	نیست	بودن	・・・である				
29033	هستن	بودن	・・・である				
30007	باشه	بودن	・・・である				
29058	بود	بودن	・・・である				
30014	باشه	بودن	・・・である				
30033	است	بودن	・・・である				
29002	نبود	بودن	・・・である				
29002	بود	بودن	・・・である				
29017	بوده	بودن	・・・である				
13048	اینطوریه	بودن	・・・である	اینطور	このように		
28068	اینطوره	بودن	・・・である	اینطور	このように		
28068	اینطوره	بودن	・・・である	اینطور	このように		
28082	تنها ست	بودن	・・・である	تنها	一人の		
12021	خوبه	بودن	・・・である	خوب	良い		
18028	خوبه	بودن	・・・である	خوب	良い		
26017	خوبه	بودن	・・・である	خوب	良い		
22022	خیلیه	بودن	・・・である	خیلی	非常に		
14014	دیگه	بودن	・・・である	دیگر	さらに		
18051	قایمه	بودن	・・・である	قایم	直立の、垂直の		
22023	قشنگه	بودن	・・・である	قشنگ	美しい		
13054	چیه	بودن	・・・である	چه	なに		
15043	چیه	بودن	・・・である	چه	なに		
15048	چیه	بودن	・・・である	چه	なに		
18037	چیه	بودن	・・・である	چه	なに		
20033	چیه	بودن	・・・である	چه	なに		
20033	چیه	بودن	・・・である	چه	なに		
22071	چیه	بودن	・・・である	چه	なに		
22051	چیه	بودن	・・・である	چه	なに		
22072	چیه	بودن	・・・である	چه	なに		
29040	چیه	بودن	・・・である	چه	なに		
29040	چیه	بودن	・・・である	چه	なに		
29018	خوشگله	بودن	・・・である	خوشگل	美しい		
14019	کچله	بودن	・・・である	کچل	禿げた		
16016	کچلم	بودن	・・・である	کچل	禿げた		
16047	کچلم	بودن	・・・である	کچل	禿げた		
12011	گرسنمه	بودن	・・・である	گرسنه	空腹の		
18028	لاغرم	بودن	・・・である	لاغر	やせた		
18009	لاغرم	بودن	・・・である	لاغر	やせた		
12005	ممکنه	بودن	・・・である	ممکن	可能な		
29042	ولگردیه	بودن	・・・である	ولگرد	さまよう		
29033	ولگردیه	بودن	・・・である	ولگرد	さまよう		
16017	اینه	بودن	・・・である	این	この		
16030	اینه	بودن	・・・である	این	この		
16031	اینه	بودن	・・・である	این	この		
20018	اینه	بودن	・・・である	این	この		
16033	اینه	بودن	・・・である	این	この		
20017	اینه	بودن	・・・である	این	この		
26028	اینه	بودن	・・・である	این	この		
26028	اینه	بودن	・・・である	این	この		
28034	اینه	بودن	・・・である	این	この		
28106	اینه	بودن	・・・である	این	この		
16028	بزرگتره	بودن	・・・である	بزرگ	大きい		
16045	بزرگتره	بودن	・・・である	بزرگ	大きい		
16047	بزرگه	بودن	・・・である	بزرگ	大きい		
16043	بزرگتره	بودن	・・・である	بزرگ	大きい		
16001	جوونه	بودن	・・・である	جوان	若い		
18037	فقیرم	بودن	・・・である	فقیر	貧しい		
13018	مریضم	بودن	・・・である	مریض	病気の		
12022	انسان تره	بودن	・・・である	انسان	人間		
21026	پادشاست	بودن	・・・である	پادشاه	王		
17015	پریونم	بودن	・・・である	پری	妖精		
20008	پیرمردم	بودن	・・・である	پیرمرد	老人		
15041	توی	بودن	・・・である	تو	お前		
18068	تویه	بودن	・・・である	تو	お前		
12020	طوره	بودن	・・・である	طور	方法		
13047	طوریه	بودن	・・・である	طور	方法		
20019	قراره	بودن	・・・である	قرار	安静		
15041	منی	بودن	・・・である	من	私		
15050	منه	بودن	・・・である	من	私		
15050	منه	بودن	・・・である	من	私		
16049	منه	بودن	・・・である	من	私		
29053	وزیره	بودن	・・・である	وزیر	大臣		
22112	باشه	بودن	・・・である				
22148	هست	بودن	・・・である				
22117	نیست	بودن	・・・である				
22141	باشه	بودن	・・・である				
22118	باشه	بودن	・・・である				
22147	بود	بودن	・・・である				
22150	باشن	بودن	・・・である				
24016	بود	بودن	・・・である				
23041	بود	بودن	・・・である				
25001	بود	بودن	・・・である				
26004	بود	بودن	・・・である				
26006	بود	بودن	・・・である				
26036	بوده	بودن	・・・である				
25012	هست	بودن	・・・である				
25020	بود	بودن	・・・である				
27001	بود	بودن	・・・である				
27018	بوده	بودن	・・・である				
27019	بوده	بودن	・・・である				
27019	بوده	بودن	・・・である				
27021	میبره	بودن	・・・である				
28033	بوده	بودن	・・・である				
28041	بوده	بودن	・・・である				
28057	هستن	بودن	・・・である				
28071	بوده	بودن	・・・である				
28071	نبوده	بودن	・・・である				
28073	بوده	بودن	・・・である				
28073	بوده	بودن	・・・である				
28088	بوده	بودن	・・・である				
27042	نیستند	بودن	・・・である				
27051	بوده	بودن	・・・である				
28077	بوده	بودن	・・・である				
28099	بوده	بودن	・・・である				
27022	باشین	بودن	・・・である				
27045	است	بودن	・・・である				
27042	بودند	بودن	・・・である				
29001	بود	بودن	・・・である				
29027	بود	بودن	・・・である				
29037	نیست	بودن	・・・である				
30001	بودن	بودن	・・・である				
30002	بود	بودن	・・・である				
29019	هستی	بودن	・・・である				
29020	نیست	بودن	・・・である				
29022	هستی	بودن	・・・である				
29022	هستی	بودن	・・・である				
29033	بوده	بودن	・・・である				
29033	بوده	بودن	・・・である				
29052	هست	بودن	・・・である				
29052	هست	بودن	・・・である				
29017	بودن	بودن	・・・である				
27021	چیه	بودن	・・・である	چه	なに		
27021	چیه	بودن	・・・である	چه	なに		
29023	چیه	بودن	・・・である	چه	なに		
28065	ایناست	بودن	・・・である	این	この		
27046	خونیه	بودن	・・・である	خونی	血の		
26017	وزیریم	بودن	・・・である	وزیر	大臣		
26023	وزیریم	بودن	・・・である	وزیر	大臣		
25022	سرگشتیَم	بودن	・・・である	سرگشته	当惑した		
25025	سرگشتیم	بودن	・・・である	سرگشته	当惑した		
25028	سرگشتیم	بودن	・・・である	سرگشته	当惑した		
25031	سرگشتییم	بودن	・・・である	سرگشته	当惑した		
25038	سرگشتیم	بودن	・・・である	سرگشته	当惑した		
25044	سرگشتیم	بودن	・・・である	سرگشته	当惑した		
25022	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
25025	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
25028	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
25031	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
25034	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
25038	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
25044	بلبلم	بودن	・・・である	بلبل	小夜鳴鳥		
28028	پاشو	پاشیدن	ふりかける				
13012	پایید	پاییدن	見張る				
13012	پایید	پاییدن	見張る				
13016	میپایید	پاییدن	見張る				
13016	میپایید	پاییدن	見張る				
13017	پایید	پاییدن	見張る				
14010	میپایید	پاییدن	見張る				
14011	میپایید	پاییدن	見張る				
13041	پخت	پختن	料理する				
26021	بپز	پختن	料理する				
26011	بپز	پختن	料理する				
26019	بپز	پختن	料理する				
26035	پختن	پختن	料理する				
25037	پخته	پختن	料理する				
27029	میپزه	پختن	料理する				
27053	میپزن	پختن	料理する				
27053	پختن	پختن	料理する				
27054	میپزن	پختن	料理する				
27027	بپزنم	پختن	料理する				
27029	میپزه	پختن	料理する				
27033	میپزه	پختن	料理する				
27053	میپخته	پختن	料理する				
29039	میپخت	پختن	料理する				
29043	میپزه	پختن	料理する				
29044	بپزه	پختن	料理する				
29046	میپزه	پختن	料理する				
29067	بپزم	پختن	料理する				
29045	میپزه	پختن	料理する				
14011	پختش	پختن	料理する	او	三人称単数人称代名詞（彼、彼女）		
21071	میپرسد	پرسیدن	尋ねる				
23017	میپرسه	پرسیدن	尋ねる				
28094	میپرسه	پرسیدن	尋ねる				
29063	بپرسید	پرسیدن	尋ねる				
18020	پرسید	پرسیدن	尋ねる				
18043	پرسید	پرسیدن	尋ねる				
18069	پرید	پریدن	跳ぶ				
17024	بپوسونی	پوساندن	腐らす				
17026	میپوستونه	پوساندن	腐らす				
17026	پوسیدن	پوسیدن	腐る				
29023	پوشید	پوشیدن	着る				
29021	بپوش	پوشیدن	着る				
24007	میپیچید	پیچیدن	巻く				
12010	ترسیدن	ترسیدن	恐れる				
18016	نمیترسه	ترسیدن	恐れる				
17015	نترس	ترسیدن	恐れる				
21044	میترسد	ترسیدن	恐れる				
22132	میترسید	ترسیدن	恐れる				
23052	میترسه	ترسیدن	恐れる				
29010	میترسم	ترسیدن	恐れる				
29017	ترسید	ترسیدن	恐れる				
29024	میترسم	ترسیدن	恐れる				
13015	میتونست	توانستن	・・・できる				
15028	میتونی	توانستن	・・・できる				
16006	نمیتونم	توانستن	・・・できる				
21064	نمیتوانست	توانستن	・・・できる				
22060	نمیتونستیم	توانستن	・・・できる				
22066	نمیتونستیم	توانستن	・・・できる				
22044	نمیتونه	توانستن	・・・できる				
22064	بتونیم	توانستن	・・・できる				
25008	نمیتونه	توانستن	・・・できる				
29020	نمیتونم	توانستن	・・・できる				
29020	نمیتونم	توانستن	・・・できる				
30010	نمیتونین	توانستن	・・・できる				
22139	نمیتونم	توانستن	・・・できる				
22045	جزئی	جزئی	些細な				
14010	چپوند	چپانیدن	つめ込む				
14011	چپوند	چپانیدن	つめ込む				
14012	چپوند	چپانیدن	つめ込む				
26005	چرون	چراندن	草を食わす				
27004	بچرون	چراندن	草を食わす				
28013	چروندن	چراندن	草を食わす				
30009	میچرونه	چراندن	草を食わす				
18028	میچرم	چریدن	草を食う				
16052	میچسبه	چسبیدن	くっつく				
16052	میچسبه	چسبیدن	くっつく				
30024	میچینه	چیدن	摘む				
30025	میچین	چیدن	摘む				
22039	میخریدن	خریدن	買う				
22060	بخریم	خریدن	買う				
22023	میخرن	خریدن	買う				
22031	نخریدی	خریدن	買う				
23026	خرید	خریدن	買う				
23031	خرید	خریدن	買う				
29003	بخره	خریدن	買う				
29002	بخر	خریدن	買う				
21052	میخندید	خندیدن	微笑む				
15045	بخواب	خوابیدن	眠る				
18032	خوابیده	خوابیدن	眠る				
25006	بخواب	خوابیدن	眠る				
25009	خوابید	خوابیدن	眠る				
25009	خوابید	خوابیدن	眠る				
30018	میخوابن	خوابیدن	眠る				
12014	میخواد	خواستن	望む				
12023	میخوام	خواستن	望む				
13011	میخوام	خواستن	望む				
15007	میخوای	خواستن	望む				
15013	میخوایم	خواستن	望む				
12015	میخوام	خواستن	望む				
15004	میخوام	خواستن	望む				
15012	میخوام	خواستن	望む				
17016	میخواسته	خواستن	望む				
17017	نمیخواستم	خواستن	望む				
18004	بخواد	خواستن	望む				
20020	میخوای	خواستن	望む				
20034	میخوای	خواستن	望む				
18035	میخوای	خواستن	望む				
21011	خواست	خواستن	望む				
21025	خواست	خواستن	望む				
21026	خواست	خواستن	望む				
21039	خواست	خواستن	望む				
21040	خواست	خواستن	望む				
21047	میخواهد	خواستن	望む				
21058	میخواهد	خواستن	望む				
21067	خواست	خواستن	望む				
22052	میخوای	خواستن	望む				
22061	نمیخوایم	خواستن	望む				
22080	نمیخوایم	خواستن	望む				
22086	میخوایم	خواستن	望む				
22115	نمیخوای	خواستن	望む				
21045	میخواد	خواستن	望む				
22016	نمیواومد	خواستن	望む				
22029	بخوای	خواستن	望む				
22154	نمیخوایم	خواستن	望む				
22012	میخواست	خواستن	望む				
22045	بخوایمو	خواستن	望む				
22117	بخواهی	خواستن	望む				
22150	میخوان	خواستن	望む				
21075	خواهد	خواستن	望む				
22019	بخوای	خواستن	望む				
22021	بخوای	خواستن	望む				
22037	میخواستم	خواستن	望む				
22044	بخوای	خواستن	望む				
22081	میخوایم	خواستن	望む				
22081	میخوایم	خواستن	望む				
23009	خواستن	خواستن	望む				
23009	خواستن	خواستن	望む				
27027	میخوام	خواستن	望む				
29010	میخوام	خواستن	望む				
29031	میخوای	خواستن	望む				
12011	میخوام	خواستن	望む				
13011	میخوام	خواستن	望む				
15038	میخوایم	خواستن	望む				
21018	خواست	خواستن	望む				
21044	میخواد	خواستن	望む				
22138	میخوای	خواستن	望む				
23039	میخواسته	خواستن	望む				
23007	میخواد	خواستن	望む				
23047	میخوام	خواستن	望む				
23047	میخوام	خواستن	望む				
23017	میخواد	خواستن	望む				
23012	خواستن	خواستن	望む				
26018	میخوام	خواستن	望む				
27030	میخوان	خواستن	望む				
28070	میخواد	خواستن	望む				
28076	میخواسته	خواستن	望む				
28077	میخواد	خواستن	望む				
28088	میخواسته	خواستن	望む				
30005	میخوایم	خواستن	望む				
17046	میخوان	خواستن	望む				
29044	میخواس	خواستن	望む				
29067	میخواستم	خواستن	望む				
15015	ومیخوان	خواندن	読む	و	そして		
13039	خورد	خوردن	食べる				
13042	خورد	خوردن	食べる				
14016	خوردن	خوردن	食べる				
14017	میخورد	خوردن	食べる				
15015	بخورن	خوردن	食べる				
15020	بخوری	خوردن	食べる				
15023	میخوره	خوردن	食べる				
15037	بخوره	خوردن	食べる				
15046	بخورم	خوردن	食べる				
15047	بخوره	خوردن	食べる				
13018	بخورم	خوردن	食べる				
13021	بخوریم	خوردن	食べる				
15047	بخوره	خوردن	食べる				
14019	میخورده	خوردن	食べる				
15024	بخوریم	خوردن	食べる				
16013	میخوره	خوردن	食べる				
16018	بخورم	خوردن	食べる				
18047	میخوری	خوردن	食べる				
16021	بخور	خوردن	食べる				
17027	میخوره	خوردن	食べる				
17028	بخوره	خوردن	食べる				
21064	بخورد	خوردن	食べる				
21038	بخورد	خوردن	食べる				
21042	خورد	خوردن	食べる				
22116	میخوام	خوردن	食べる				
22053	میخوام	خوردن	食べる				
24011	خوردن	خوردن	食べる				
24016	خورد	خوردن	食べる				
24019	خورده	خوردن	食べる				
24008	میخورد	خوردن	食べる				
24013	خوردن	خوردن	食べる				
24006	بخوره	خوردن	食べる				
25003	میخوام	خوردن	食べる				
25012	بخوره	خوردن	食べる				
25014	خوردن	خوردن	食べる				
25029	خورد	خوردن	食べる				
25035	خورد	خوردن	食べる				
26020	خورده	خوردن	食べる				
25013	خورد	خوردن	食べる				
25022	خورد	خوردن	食べる				
25025	خورد	خوردن	食べる				
25031	خورد	خوردن	食べる				
25038	خورد	خوردن	食べる				
25044	خورد	خوردن	食べる				
25013	میخورین	خوردن	食べる				
27029	بخوره	خوردن	食べる				
27045	بخورن	خوردن	食べる				
29003	خورد	خوردن	食べる				
29033	نمیخوره	خوردن	食べる				
29018	نمیخوره	خوردن	食べる				
29041	نمیخوره	خوردن	食べる				
