163020	 سرکونشو 	سر	頭	 کون 	未決	او	三人称単数人称代名詞（彼、彼女）	را	・・・を
143009	 شام 	شام	夕食						
143007	 شام 	شام	夕食						
143007	 شام 	شام	夕食						
143007	 شام 	شام	夕食						
143009	 شام 	شام	夕食						
112054	 زیادی 	زیادی	余分に						
119012	 زیادی 	زیادی	余分に						
123005	 زیادی 	زیادی	余分に						
140001	 زیادی 	زیادی	余分に						
147003	 زیادی 	زیادی	余分に						
147003	 زیادی 	زیادی	余分に						
94061	 داده 	داده	与えられた						
102018	 داده 	داده	与えられた						
102019	 داده 	داده	与えられた						
77012	 بدد 	دادن	与える						
98020	 بدم 	دادن	与える						
98024	 بدم 	دادن	与える						
75014	 بده 	دادن	与える						
79001	 بده 	دادن	与える						
79007	 بده 	دادن	与える						
79009	 بده 	دادن	与える						
79017	 بده 	دادن	与える						
79005	 بده 	دادن	与える						
79041	 بده 	دادن	与える						
82017	 بده 	دادن	与える						
87068	 بده 	دادن	与える						
87068	 بده 	دادن	与える						
87068	 بده 	دادن	与える						
90010	 بده 	دادن	与える						
87052	 بده 	دادن	与える						
87054	 بده 	دادن	与える						
89002	 بده 	دادن	与える						
90022	 بده 	دادن	与える						
91044	 بده 	دادن	与える						
91052	 بده 	دادن	与える						
96019	 بده 	دادن	与える						
96021	 بده 	دادن	与える						
96045	 بده 	دادن	与える						
96076	 بده 	دادن	与える						
102045	 بده 	دادن	与える						
102020	 بده 	دادن	与える						
103023	 بده 	دادن	与える						
107012	 بده 	دادن	与える						
114004	 بده 	دادن	与える						
112032	 بده 	دادن	与える						
112057	 بده 	دادن	与える						
119014	 بده 	دادن	与える						
120019	 بده 	دادن	与える						
119022	 بده 	دادن	与える						
120011	 بده 	دادن	与える						
132001	 بده 	دادن	与える						
132004	 بده 	دادن	与える						
132004	 بده 	دادن	与える						
132013	 بده 	دادن	与える						
140008	 بده 	دادن	与える						
163011	 بده 	دادن	与える						
110022	 بدهد 	دادن	与える						
110012	 بدهم 	دادن	与える						
110017	 بدهیم 	دادن	与える						
78011	 بدی 	دادن	与える						
96038	 بدی 	دادن	与える						
98004	 بدی 	دادن	与える						
98007	 بدی 	دادن	与える						
102004	 بدی 	دادن	与える						
102031	 بدی 	دادن	与える						
107019	 بدی 	دادن	与える						
107004	 بدی 	دادن	与える						
107018	 بدی 	دادن	与える						
75021	 بدید 	دادن	与える						
75009	 بدید 	دادن	与える						
85020	 بدین 	دادن	与える						
93029	 بدین 	دادن	与える						
163007	 دا 	دادن	与える						
163009	 دا 	دادن	与える						
79019	 داد 	دادن	与える						
72015	 داد 	دادن	与える						
72017	 داد 	دادن	与える						
79007	 داد 	دادن	与える						
72013	 داد 	دادن	与える						
79005	 داد 	دادن	与える						
81012	 داد 	دادن	与える						
89018	 داد 	دادن	与える						
90011	 داد 	دادن	与える						
90025	 داد 	دادن	与える						
86016	 داد 	دادن	与える						
86028	 داد 	دادن	与える						
88032	 داد 	دادن	与える						
89020	 داد 	دادن	与える						
89021	 داد 	دادن	与える						
89034	 داد 	دادن	与える						
89007	 داد 	دادن	与える						
92051	 داد 	دادن	与える						
96022	 داد 	دادن	与える						
96035	 داد 	دادن	与える						
96058	 داد 	دادن	与える						
96070	 داد 	دادن	与える						
96070	 داد 	دادن	与える						
96021	 داد 	دادن	与える						
96076	 داد 	دادن	与える						
96027	 داد 	دادن	与える						
96089	 داد 	دادن	与える						
100019	 داد 	دادن	与える						
102023	 داد 	دادن	与える						
102034	 داد 	دادن	与える						
103001	 داد 	دادن	与える						
103004	 داد 	دادن	与える						
109010	 داد 	دادن	与える						
112009	 داد 	دادن	与える						
112012	 داد 	دادن	与える						
112065	 داد 	دادن	与える						
112106	 داد 	دادن	与える						
119019	 داد 	دادن	与える						
125005	 داد 	دادن	与える						
127004	 داد 	دادن	与える						
130008	 داد 	دادن	与える						
150029	 داد 	دادن	与える						
148015	 داد 	دادن	与える						
150029	 داد 	دادن	与える						
148015	 داد 	دادن	与える						
161002	 داد 	دادن	与える						
161002	 داد 	دادن	与える						
161004	 داد 	دادن	与える						
161005	 داد 	دادن	与える						
161007	 داد 	دادن	与える						
161008	 داد 	دادن	与える						
161010	 داد 	دادن	与える						
163005	 داد 	دادن	与える						
188001	 داد 	دادن	与える						
72017	 دادم 	دادن	与える						
72017	 دادم 	دادن	与える						
96039	 دادم 	دادن	与える						
102049	 دادم 	دادن	与える						
102059	 دادم 	دادن	与える						
112019	 دادم 	دادن	与える						
112019	 دادم 	دادن	与える						
111012	 دادم 	دادن	与える						
161003	 دادم 	دادن	与える						
161005	 دادم 	دادن	与える						
161006	 دادم 	دادن	与える						
161008	 دادم 	دادن	与える						
161009	 دادم 	دادن	与える						
163008	 دادم 	دادن	与える						
74038	 دادن 	دادن	与える						
92051	 دادن 	دادن	与える						
95001	 دادن 	دادن	与える						
135008	 دادن 	دادن	与える						
148010	 دادن 	دادن	与える						
148010	 دادن 	دادن	与える						
184006	 دادن 	دادن	与える						
89026	 دادند 	دادن	与える						
120029	 دادند 	دادن	与える						
96096	 داده 	دادن	与える						
100018	 داده 	دادن	与える						
102021	 داده 	دادن	与える						
102047	 داده 	دادن	与える						
102046	 داده 	دادن	与える						
102052	 داده 	دادن	与える						
140016	 داده 	دادن	与える						
72013	 دادی 	دادن	与える						
72013	 دادی 	دادن	与える						
102056	 دادی 	دادن	与える						
112016	 دادی 	دادن	与える						
123012	 دادی 	دادن	与える						
150025	 دادی 	دادن	与える						
150025	 دادی 	دادن	与える						
163014	 دادی 	دادن	与える						
163003	 دام 	دادن	与える						
163004	 دام 	دادن	与える						
163006	 دام 	دادن	与える						
163002	 دو 	دادن	与える						
163004	 دو 	دادن	与える						
77004	 میداد 	دادن	与える						
112024	 میداد 	دادن	与える						
112077	 میداد 	دادن	与える						
78003	 میدادن 	دادن	与える						
194028	 میدادن 	دادن	与える						
75024	 میداده 	دادن	与える						
91020	 میداده 	دادن	与える						
99002	 میداده 	دادن	与える						
100005	 میداده 	دادن	与える						
91026	 میدادی 	دادن	与える						
189004	 میدادیم 	دادن	与える						
105011	 میدارد 	دادن	与える						
96156	 میدان 	دادن	与える						
96158	 میدان 	دادن	与える						
112068	 میدان 	دادن	与える						
92006	 میدم 	دادن	与える						
93013	 میدم 	دادن	与える						
102017	 میدم 	دادن	与える						
102032	 میدم 	دادن	与える						
128016	 میدم 	دادن	与える						
190002	 میدن 	دادن	与える						
72006	 میده 	دادن	与える						
72012	 میده 	دادن	与える						
72025	 میده 	دادن	与える						
83027	 میده 	دادن	与える						
83028	 میده 	دادن	与える						
81010	 میده 	دادن	与える						
89006	 میده 	دادن	与える						
89004	 میده 	دادن	与える						
91057	 میده 	دادن	与える						
93028	 میده 	دادن	与える						
93028	 میده 	دادن	与える						
94062	 میده 	دادن	与える						
96026	 میده 	دادن	与える						
96145	 میده 	دادن	与える						
96161	 میده 	دادن	与える						
100011	 میده 	دادن	与える						
100012	 میده 	دادن	与える						
100015	 میده 	دادن	与える						
98008	 میده 	دادن	与える						
98010	 میده 	دادن	与える						
100001	 میده 	دادن	与える						
100002	 میده 	دادن	与える						
100003	 میده 	دادن	与える						
102048	 میده 	دادن	与える						
110009	 میده 	دادن	与える						
120011	 میده 	دادن	与える						
120020	 میده 	دادن	与える						
120024	 میده 	دادن	与える						
119010	 میده 	دادن	与える						
123019	 میده 	دادن	与える						
139020	 میده 	دادن	与える						
139012	 میده 	دادن	与える						
139031	 میده 	دادن	与える						
140012	 میده 	دادن	与える						
140018	 میده 	دادن	与える						
149004	 میده 	دادن	与える						
149004	 میده 	دادن	与える						
178005	 میده 	دادن	与える						
188004	 میده 	دادن	与える						
200004	 میده 	دادن	与える						
106004	 میدهد 	دادن	与える						
106004	 میدهد 	دادن	与える						
106004	 میدهد 	دادن	与える						
110019	 میدهد 	دادن	与える						
190003	 میدهن 	دادن	与える						
107025	 میدون 	دادن	与える						
91023	 میدی 	دادن	与える						
96042	 میدی 	دادن	与える						
98025	 میدی 	دادن	与える						
102016	 میدی 	دادن	与える						
119016	 میدی 	دادن	与える						
147002	 میدیدم 	دادن	与える						
147002	 میدیدم 	دادن	与える						
101005	 میدیم 	دادن	与える						
92028	 نداد 	دادن	与える						
90022	 ندادم 	دادن	与える						
74039	 ندادن 	دادن	与える						
79011	 ندادن 	دادن	与える						
79012	 ندادن 	دادن	与える						
79005	 ندادن 	دادن	与える						
79006	 ندادن 	دادن	与える						
79008	 ندادن 	دادن	与える						
79009	 ندادن 	دادن	与える						
79013	 ندادن 	دادن	与える						
79004	 ندادن 	دادن	与える						
79006	 ندادن 	دادن	与える						
79009	 ندادن 	دادن	与える						
92048	 ندادی 	دادن	与える						
102020	 ندادی 	دادن	与える						
75031	 ندادید 	دادن	与える						
79042	 ندادیم 	دادن	与える						
96071	 ندی 	دادن	与える						
82010	 نمیدادن 	دادن	与える						
191011	 نمیدادن 	دادن	与える						
102005	 نمیدم 	دادن	与える						
75026	 نمیدن 	دادن	与える						
94031	 نمیده 	دادن	与える						
102048	 نمیده 	دادن	与える						
102048	 نمیده 	دادن	与える						
94031	 نمیدی 	دادن	与える						
107029	 نبی 	نبی1	預言者						
168001	 نبی 	نبی1	預言者						
78013	 پیامبر 	پیامبر	預言者						
99021	 پیغمبر 	پیغمبر	預言者						
99024	 پیغمبر 	پیغمبر	預言者						
100001	 پیغمبر 	پیغمبر	預言者						
100006	 پیغمبر 	پیغمبر	預言者						
100010	 پیغمبر 	پیغمبر	預言者						
100011	 پیغمبر 	پیغمبر	預言者						
100012	 پیغمبر 	پیغمبر	預言者						
100015	 پیغمبر 	پیغمبر	預言者						
100017	 پیغمبر 	پیغمبر	預言者						
99020	 پیغمبر 	پیغمبر	預言者						
99023	 پیغمبر 	پیغمبر	預言者						
99024	 پیغمبر 	پیغمبر	預言者						
100008	 پیغمبر 	پیغمبر	預言者						
100011	 پیغمبر 	پیغمبر	預言者						
100012	 پیغمبر 	پیغمبر	預言者						
99019	 پیغمبر 	پیغمبر	預言者						
99016	 پیغمبر 	پیغمبر	預言者						
102003	 پیغمبر 	پیغمبر	預言者						
99010	 پیغمبری 	پیغمبر	預言者						
150019	 سید 	سید	預言者マホメットの子孫						
150028	 سید 	سید	預言者マホメットの子孫						
150031	 سید 	سید	預言者マホメットの子孫						
150017	 سید 	سید	預言者マホメットの子孫						
150019	 سید 	سید	預言者マホメットの子孫						
150028	 سید 	سید	預言者マホメットの子孫						
150031	 سید 	سید	預言者マホメットの子孫						
150017	 سید 	سید	預言者マホメットの子孫						
168002	 سید 	سید	預言者マホメットの子孫						
100007	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
100008	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
100014	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
100006	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
100012	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
100013	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
102054	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
102055	 فاطمه 	فاطمه	預言者マホメットの娘（カリフ・アリーの妻）						
187003	 کودک 	کودک	幼児						
187004	 کودک 	کودک	幼児						
78007	 کودکی 	کودکی	幼年期						
139016	 از ما بهترون 	ازمابهتران	妖精						
139017	 از ما بهترون 	ازمابهتران	妖精						
139028	 از ما بهترون 	ازمابهتران	妖精						
130004	 ازمابهترونن 	ازمابهتران	妖精						
127002	 پری 	پری	妖精						
126003	 پری 	پری	妖精						
193007	 پری 	پری	妖精						
193005	 پری 	پری	妖精						
194003	 پری 	پری	妖精						
192002	 پریا 	پری	妖精						
129008	 پریون 	پری	妖精						
183002	 پریونا 	پری	妖精						
80002	 پریزاد 	پریزاد	妖精の子						
80002	 پریزاد 	پریزاد	妖精の子						
166018	 آسان 	آسان	容易な						
94029	 ظرف 	ظرف2	容器						
112082	 ظرف 	ظرف2	容器						
141001	 ظرف 	ظرف2	容器						
141001	 ظرف 	ظرف2	容器						
112077	 ظرف ای 	ظرف2	容器						
88032	 ظرف ها 	ظرف2	容器						
127012	 ظرف ها 	ظرف2	容器						
113004	 ظرف های 	ظرف2	容器						
88032	 ظرفها 	ظرف2	容器						
80001	 ظرفی 	ظرف2	容器						
113011	 ظرفی 	ظرف2	容器						
127012	 ظرفی 	ظرف2	容器						
103022	 ببخش 	بخشیدن	容赦する						
84013	 ببخشین 	بخشیدن	容赦する						
102027	 بخشیدم 	بخشیدن	容赦する						
102029	 بخشیدم 	بخشیدن	容赦する						
112090	 بخشیدم 	بخشیدن	容赦する						
84016	 بخشیده 	بخشیدن	容赦する						
102028	 بخشیدی 	بخشیدن	容赦する						
111014	 میبخشی 	بخشیدن	容赦する						
135003	 جنم 	جنم	容貌						
140020	 جنم 	جنم	容貌						
144005	 جنم 	جنم	容貌						
144005	 جنم 	جنم	容貌						
193005	 گهواره 	گهواره	揺り籠						
89002	 تکان 	تکان	揺れ						
89003	 تکون 	تکان	揺れ						
89006	 تکون 	تکان	揺れ						
89004	 تکون 	تکان	揺れ						
96071	 تکون 	تکان	揺れ						
81001	 ذوب 	ذوب	溶けること						
90013	 ذوب 	ذوب	溶けること						
90017	 ذوب 	ذوب	溶けること						
80014	 حل 	حل1	溶解						
89002	 حل 	حل1	溶解						
81001	 گداز 	گداز	溶解						
111004	 مهیا 	مهیا	用意のできた						
111003	 مهیا 	مهیا	用意のできた						
138005	 اصطلاح 	اصطلاح	用語						
96011	 گوسفند 	گوسفند	羊						
96005	 گوسفند 	گوسفند	羊						
96013	 گوسفند 	گوسفند	羊						
129011	 گوسفند 	گوسفند	羊						
135009	 گوسفند 	گوسفند	羊						
144005	 گوسفند 	گوسفند	羊						
144006	 گوسفند 	گوسفند	羊						
143004	 گوسفند 	گوسفند	羊						
146001	 گوسفند 	گوسفند	羊						
146004	 گوسفند 	گوسفند	羊						
144005	 گوسفند 	گوسفند	羊						
144006	 گوسفند 	گوسفند	羊						
143004	 گوسفند 	گوسفند	羊						
146001	 گوسفند 	گوسفند	羊						
146004	 گوسفند 	گوسفند	羊						
129010	 پاچه ای 	پاچه	羊の足						
81008	 چوپان 	چوپان	羊飼い						
81005	 چوپان 	چوپان	羊飼い						
81005	 چوپان 	چوپان	羊飼い						
81005	 چوپان 	چوپان	羊飼い						
109010	 چوپان 	چوپان	羊飼い						
109006	 چوپان 	چوپان	羊飼い						
81002	 چوپانی 	چوپان	羊飼い						
109005	 چوپانی 	چوپان	羊飼い						
88005	 چوپون 	چوپان	羊飼い						
113002	 چوپونا 	چوپان	羊飼い						
113004	 چوپونی 	چوپان	羊飼い						
81012	 پشم 	پشم	羊毛						
95021	 پشم 	پشم	羊毛						
95025	 پشم 	پشم	羊毛						
134002	 پشم 	پشم	羊毛						
98022	 طلب 	طلب	要求						
89011	 تقاضای 	تقاضا	要求						
79003	 خلاصه 	خلاصه	要約						
79019	 خلاصه 	خلاصه	要約						
79028	 خلاصه 	خلاصه	要約						
87004	 خلاصه 	خلاصه	要約						
87042	 خلاصه 	خلاصه	要約						
87042	 خلاصه 	خلاصه	要約						
87065	 خلاصه 	خلاصه	要約						
87070	 خلاصه 	خلاصه	要約						
91040	 خلاصه 	خلاصه	要約						
91064	 خلاصه 	خلاصه	要約						
107026	 خلاصه 	خلاصه	要約						
117004	 خلاصه 	خلاصه	要約						
117006	 خلاصه 	خلاصه	要約						
128005	 خلاصه 	خلاصه	要約						
128006	 خلاصه 	خلاصه	要約						
128010	 خلاصه 	خلاصه	要約						
128014	 خلاصه 	خلاصه	要約						
128017	 خلاصه 	خلاصه	要約						
135007	 خلاصه 	خلاصه	要約						
135013	 خلاصه 	خلاصه	要約						
138005	 خلاصه 	خلاصه	要約						
143010	 خلاصه 	خلاصه	要約						
145002	 خلاصه 	خلاصه	要約						
145006	 خلاصه 	خلاصه	要約						
145007	 خلاصه 	خلاصه	要約						
147003	 خلاصه 	خلاصه	要約						
143010	 خلاصه 	خلاصه	要約						
145002	 خلاصه 	خلاصه	要約						
145006	 خلاصه 	خلاصه	要約						
145007	 خلاصه 	خلاصه	要約						
147003	 خلاصه 	خلاصه	要約						
196008	 خلاصه 	خلاصه	要約						
126010	 رقص 	رقص	踊り						
139021	 رقصای 	رقص	踊り						
139024	 رقصو 	رقص	踊り						
75005	 برقص 	رقصیدن	踊る						
135002	 برقصه 	رقصیدن	踊る						
142005	 رقصیدن 	رقصیدن	踊る						
142005	 رقصیدن 	رقصیدن	踊る						
139024	 میرقصن 	رقصیدن	踊る						
141008	 میرقصن 	رقصیدن	踊る						
141008	 میرقصن 	رقصیدن	踊る						
126012	 میرقصنو 	رقصیدن	踊る						
75025	 میرقصیدن 	رقصیدن	踊る						
143005	 میرقصیدن 	رقصیدن	踊る						
143005	 میرقصیدن 	رقصیدن	踊る						
82003	 تاس 	طاس	浴場で用いる銅製の容器						
94042	 تون 	تون	浴場のかまど						
77015	 بال 	بال1	翼						
136010	 بازه 	بازه	翼長						
87004	 عور 	عور	裸の						
92009	 لخت 	لخت2	裸の						
92009	 لخت 	لخت2	裸の						
126012	 لخت 	لخت2	裸の						
110010	 آمده 	آمده	来た						
120011	 آمد	آمدن	来る						
74003	 آمد 	آمدن	来る						
90006	 آمد 	آمدن	来る						
87070	 آمد 	آمدن	来る						
109022	 آمد 	آمدن	来る						
119002	 آمد 	آمدن	来る						
125003	 آمد 	آمدن	来る						
150003	 آمد 	آمدن	来る						
150015	 آمد 	آمدن	来る						
150019	 آمد 	آمدن	来る						
150030	 آمد 	آمدن	来る						
150030	 آمد 	آمدن	来る						
150003	 آمد 	آمدن	来る						
150015	 آمد 	آمدن	来る						
150019	 آمد 	آمدن	来る						
150030	 آمد 	آمدن	来る						
150030	 آمد 	آمدن	来る						
166016	 آمدم 	آمدن	来る						
150006	 آمدن 	آمدن	来る						
150006	 آمدن 	آمدن	来る						
78012	 آمده 	آمدن	来る						
87069	 آمده 	آمدن	来る						
97009	 آمده 	آمدن	来る						
125002	 آمده 	آمدن	来る						
125004	 آمده 	آمدن	来る						
150003	 آمده 	آمدن	来る						
150003	 آمده 	آمدن	来る						
79035	 آمدیم 	آمدن	来る						
136005	 آمدیم 	آمدن	来る						
136011	 آمدیم 	آمدن	来る						
136003	 آمدین 	آمدن	来る						
73006	 اومد 	آمدن	来る						
79006	 اومد 	آمدن	来る						
79019	 اومد 	آمدن	来る						
79042	 اومد 	آمدن	来る						
79004	 اومد 	آمدن	来る						
79013	 اومد 	آمدن	来る						
80001	 اومد 	آمدن	来る						
82027	 اومد 	آمدن	来る						
80002	 اومد 	آمدن	来る						
87004	 اومد 	آمدن	来る						
87015	 اومد 	آمدن	来る						
87015	 اومد 	آمدن	来る						
87015	 اومد 	آمدن	来る						
87025	 اومد 	آمدن	来る						
87025	 اومد 	آمدن	来る						
87025	 اومد 	آمدن	来る						
87025	 اومد 	آمدن	来る						
87034	 اومد 	آمدن	来る						
87034	 اومد 	آمدن	来る						
87034	 اومد 	آمدن	来る						
87034	 اومد 	آمدن	来る						
87057	 اومد 	آمدن	来る						
87057	 اومد 	آمدن	来る						
87057	 اومد 	آمدن	来る						
87061	 اومد 	آمدن	来る						
87063	 اومد 	آمدن	来る						
87067	 اومد 	آمدن	来る						
87069	 اومد 	آمدن	来る						
88033	 اومد 	آمدن	来る						
88040	 اومد 	آمدن	来る						
89029	 اومد 	آمدن	来る						
87002	 اومد 	آمدن	来る						
87015	 اومد 	آمدن	来る						
87016	 اومد 	آمدن	来る						
87025	 اومد 	آمدن	来る						
87025	 اومد 	آمدن	来る						
87034	 اومد 	آمدن	来る						
87062	 اومد 	آمدن	来る						
87065	 اومد 	آمدن	来る						
87065	 اومد 	آمدن	来る						
87070	 اومد 	آمدن	来る						
87071	 اومد 	آمدن	来る						
88032	 اومد 	آمدن	来る						
89032	 اومد 	آمدن	来る						
90022	 اومد 	آمدن	来る						
92013	 اومد 	آمدن	来る						
92014	 اومد 	آمدن	来る						
92025	 اومد 	آمدن	来る						
92038	 اومد 	آمدن	来る						
95004	 اومد 	آمدن	来る						
96021	 اومد 	آمدن	来る						
96070	 اومد 	آمدن	来る						
96111	 اومد 	آمدن	来る						
96072	 اومد 	آمدن	来る						
96087	 اومد 	آمدن	来る						
102004	 اومد 	آمدن	来る						
102006	 اومد 	آمدن	来る						
102011	 اومد 	آمدن	来る						
102014	 اومد 	آمدن	来る						
102024	 اومد 	آمدن	来る						
102035	 اومد 	آمدن	来る						
102044	 اومد 	آمدن	来る						
103002	 اومد 	آمدن	来る						
103002	 اومد 	آمدن	来る						
103009	 اومد 	آمدن	来る						
112010	 اومد 	آمدن	来る						
112074	 اومد 	آمدن	来る						
112082	 اومد 	آمدن	来る						
115007	 اومد 	آمدن	来る						
125006	 اومد 	آمدن	来る						
129003	 اومد 	آمدن	来る						
133004	 اومد 	آمدن	来る						
150029	 اومد 	آمدن	来る						
150029	 اومد 	آمدن	来る						
178006	 اومد 	آمدن	来る						
194013	 اومد 	آمدن	来る						
194006	 اومد 	آمدن	来る						
79006	 اومدم 	آمدن	来る						
79024	 اومدم 	آمدن	来る						
91042	 اومدم 	آمدن	来る						
111016	 اومدم 	آمدن	来る						
127015	 اومدم 	آمدن	来る						
126012	 اومدم 	آمدن	来る						
130002	 اومدم 	آمدن	来る						
130002	 اومدم 	آمدن	来る						
150028	 اومدم 	آمدن	来る						
150028	 اومدم 	آمدن	来る						
150028	 اومدم 	آمدن	来る						
150028	 اومدم 	آمدن	来る						
79030	 اومدن 	آمدن	来る						
80002	 اومدن 	آمدن	来る						
80002	 اومدن 	آمدن	来る						
82032	 اومدن 	آمدن	来る						
84011	 اومدن 	آمدن	来る						
102051	 اومدن 	آمدن	来る						
102052	 اومدن 	آمدن	来る						
124009	 اومدن 	آمدن	来る						
127017	 اومدن 	آمدن	来る						
134002	 اومدن 	آمدن	来る						
150013	 اومدن 	آمدن	来る						
150016	 اومدن 	آمدن	来る						
150013	 اومدن 	آمدن	来る						
150016	 اومدن 	آمدن	来る						
188003	 اومدن 	آمدن	来る						
75016	 اومده 	آمدن	来る						
92011	 اومده 	آمدن	来る						
91027	 اومده 	آمدن	来る						
96082	 اومده 	آمدن	来る						
100009	 اومده 	آمدن	来る						
120014	 اومده 	آمدن	来る						
123017	 اومده 	آمدن	来る						
124008	 اومده 	آمدن	来る						
127010	 اومده 	آمدن	来る						
130010	 اومده 	آمدن	来る						
131008	 اومده 	آمدن	来る						
134002	 اومده 	آمدن	来る						
134003	 اومده 	آمدن	来る						
173004	 اومده 	آمدن	来る						
184008	 اومده 	آمدن	来る						
196007	 اومده 	آمدن	来る						
197004	 اومده 	آمدن	来る						
181005	 اومده 	آمدن	来る						
181005	 اومده 	آمدن	来る						
196009	 اومده 	آمدن	来る						
79040	 اومدی 	آمدن	来る						
84015	 اومدی 	آمدن	来る						
88009	 اومدی 	آمدن	来る						
79043	 اومدیم 	آمدن	来る						
87074	 اومدیم 	آمدن	来る						
143012	 اومدیم 	آمدن	来る						
143012	 اومدیم 	آمدن	来る						
144006	 اومدیم 	آمدن	来る						
143012	 اومدیم 	آمدن	来る						
143012	 اومدیم 	آمدن	来る						
143012	 اومدیم 	آمدن	来る						
144006	 اومدیم 	آمدن	来る						
143012	 اومدیم 	آمدن	来る						
109016	 اویی 	آمدن	来る						
76005	 بیا 	آمدن	来る						
79029	 بیا 	آمدن	来る						
79017	 بیا 	آمدن	来る						
87052	 بیا 	آمدن	来る						
87054	 بیا 	آمدن	来る						
88018	 بیا 	آمدن	来る						
88026	 بیا 	آمدن	来る						
88029	 بیا 	آمدن	来る						
89002	 بیا 	آمدن	来る						
91010	 بیا 	آمدن	来る						
91025	 بیا 	آمدن	来る						
91024	 بیا 	آمدن	来る						
95005	 بیا 	آمدن	来る						
96068	 بیا 	آمدن	来る						
96096	 بیا 	آمدن	来る						
98015	 بیا 	آمدن	来る						
102053	 بیا 	آمدن	来る						
102010	 بیا 	آمدن	来る						
102013	 بیا 	آمدن	来る						
102037	 بیا 	آمدن	来る						
103016	 بیا 	آمدن	来る						
103022	 بیا 	آمدن	来る						
128016	 بیا 	آمدن	来る						
135007	 بیا 	آمدن	来る						
135007	 بیا 	آمدن	来る						
150028	 بیا 	آمدن	来る						
150028	 بیا 	آمدن	来る						
72024	 بیاد 	آمدن	来る						
75019	 بیاد 	آمدن	来る						
76012	 بیاد 	آمدن	来る						
89028	 بیاد 	آمدن	来る						
87044	 بیاد 	آمدن	来る						
88036	 بیاد 	آمدن	来る						
93009	 بیاد 	آمدن	来る						
94034	 بیاد 	آمدن	来る						
94037	 بیاد 	آمدن	来る						
94039	 بیاد 	آمدن	来る						
94042	 بیاد 	آمدن	来る						
95020	 بیاد 	آمدن	来る						
99024	 بیاد 	آمدن	来る						
100013	 بیاد 	آمدن	来る						
100014	 بیاد 	آمدن	来る						
112086	 بیاد 	آمدن	来る						
112086	 بیاد 	آمدن	来る						
125006	 بیاد 	آمدن	来る						
140010	 بیاد 	آمدن	来る						
142004	 بیاد 	آمدن	来る						
142004	 بیاد 	آمدن	来る						
191006	 بیاد 	آمدن	来る						
196001	 بیاد 	آمدن	来る						
200014	 بیاد 	آمدن	来る						
75017	 بیام 	آمدن	来る						
91023	 بیام 	آمدن	来る						
138012	 بیام 	آمدن	来る						
144006	 بیام 	آمدن	来る						
144006	 بیام 	آمدن	来る						
144006	 بیام 	آمدن	来る						
144006	 بیام 	آمدن	来る						
191005	 بیان 	آمدن	来る						
197015	 بیان 	آمدن	来る						
100015	 بیای 	آمدن	来る						
150023	 بیای 	آمدن	来る						
150023	 بیای 	آمدن	来る						
120009	 بیاید 	آمدن	来る						
79038	 بیاین 	آمدن	来る						
84009	 بیاین 	آمدن	来る						
120008	 بیایید 	آمدن	来る						
112110	 میا 	آمدن	来る						
111009	 میا 	آمدن	来る						
111017	 میا 	آمدن	来る						
132019	 میا 	آمدن	来る						
72024	 میاد 	آمدن	来る						
74026	 میاد 	آمدن	来る						
75006	 میاد 	آمدن	来る						
75036	 میاد 	آمدن	来る						
76013	 میاد 	آمدن	来る						
76014	 میاد 	آمدن	来る						
76012	 میاد 	آمدن	来る						
83025	 میاد 	آمدن	来る						
84002	 میاد 	آمدن	来る						
85006	 میاد 	آمدن	来る						
87045	 میاد 	آمدن	来る						
91015	 میاد 	آمدن	来る						
91019	 میاد 	آمدن	来る						
91020	 میاد 	آمدن	来る						
91021	 میاد 	آمدن	来る						
91049	 میاد 	آمدن	来る						
91064	 میاد 	آمدن	来る						
93028	 میاد 	آمدن	来る						
93028	 میاد 	آمدن	来る						
94051	 میاد 	آمدن	来る						
94055	 میاد 	آمدن	来る						
94055	 میاد 	آمدن	来る						
94062	 میاد 	آمدن	来る						
94063	 میاد 	آمدن	来る						
94057	 میاد 	آمدن	来る						
94042	 میاد 	آمدن	来る						
94041	 میاد 	آمدن	来る						
95015	 میاد 	آمدن	来る						
96166	 میاد 	آمدن	来る						
96073	 میاد 	آمدن	来る						
96087	 میاد 	آمدن	来る						
96115	 میاد 	آمدن	来る						
96130	 میاد 	آمدن	来る						
96139	 میاد 	آمدن	来る						
98012	 میاد 	آمدن	来る						
99006	 میاد 	آمدن	来る						
99011	 میاد 	آمدن	来る						
99018	 میاد 	آمدن	来る						
99023	 میاد 	آمدن	来る						
99024	 میاد 	آمدن	来る						
99025	 میاد 	آمدن	来る						
100006	 میاد 	آمدن	来る						
100006	 میاد 	آمدن	来る						
100011	 میاد 	آمدن	来る						
100012	 میاد 	آمدن	来る						
100012	 میاد 	آمدن	来る						
100015	 میاد 	آمدن	来る						
99020	 میاد 	آمدن	来る						
99020	 میاد 	آمدن	来る						
