34025	 دوتاش 	او	三人称単数人称代名詞（彼、彼女）	تا	・・・個pos_num:sp_	دو	2
41054	 رفیقی 	رفیق	仲間				
33003	 نصیحت 	نصیحت	忠告				
55008	 ریخته 	ریخته	注がれた				
58004	 بریزیم 	ریختن	注ぐ				
58005	 بریزیم 	ریختن	注ぐ				
58005	 بریزیم 	ریختن	注ぐ				
58005	 بریزیم 	ریختن	注ぐ				
58008	 بریزیم 	ریختن	注ぐ				
58008	 بریزیم 	ریختن	注ぐ				
42004	 بریزین 	ریختن	注ぐ				
31017	 رخت 	ریختن	注ぐ				
31017	 رخت 	ریختن	注ぐ				
31019	 رخت 	ریختن	注ぐ				
31019	 رخت 	ریختن	注ぐ				
35016	 رِخت 	ریختن	注ぐ				
57016	 ریخت 	ریختن	注ぐ				
57016	 ریخت 	ریختن	注ぐ				
51016	 ریخت 	ریختن	注ぐ				
37045	 ریختن 	ریختن	注ぐ				
45032	 ریختن 	ریختن	注ぐ				
53019	 ریختی 	ریختن	注ぐ				
53018	 ریزی 	ریختن	注ぐ				
58054	 میریخت 	ریختن	注ぐ				
58012	 میریزم 	ریختن	注ぐ				
47029	 میریزن 	ریختن	注ぐ				
55002	 میریزن 	ریختن	注ぐ				
53017	 میریزه 	ریختن	注ぐ				
44003	 اعتنا 	اعتناء	注意				
44003	 اعتنایی 	اعتناء	注意				
53046	 توجه 	توجه	注意				
37005	 توجه 	توجه	注意				
51006	 مواظبت 	مواظبت	注意				
40005	 ذخیره 	ذخیره	貯え				
40023	 همونجا 	همانجا	丁度そこに				
53056	 همونجا 	همانجا	丁度そこに				
63040	 همونجا 	همانجا	丁度そこに				
53114	 همونجای 	همانجا	丁度そこに				
45042	 همینجا 	همانجا	丁度そこに				
32037	 صبح 	صبح	朝				
44013	 صبح 	صبح	朝				
44050	 صبح 	صبح	朝				
62023	 صبح 	صبح	朝				
62029	 صبح 	صبح	朝				
63023	 صبح 	صبح	朝				
64014	 روده 	روده	腸				
58034	 بپری 	پریدن	跳ぶ				
58034	 بپری 	پریدن	跳ぶ				
58037	 بپری 	پریدن	跳ぶ				
58037	 بپری 	پریدن	跳ぶ				
58038	 بپری 	پریدن	跳ぶ				
58038	 بپری 	پریدن	跳ぶ				
58041	 بپری 	پریدن	跳ぶ				
58041	 بپری 	پریدن	跳ぶ				
32061	 پرید 	پریدن	跳ぶ				
32060	 پرید 	پریدن	跳ぶ				
41013	 پرید 	پریدن	跳ぶ				
50049	 پریدن 	پریدن	跳ぶ				
50050	 پریدن 	پریدن	跳ぶ				
50081	 میپره 	پریدن	跳ぶ				
58031	 میپریدن 	پریدن	跳ぶ				
58031	 میپریدن 	پریدن	跳ぶ				
48021	 دراز 	دراز	長い				
47013	 درازی 	دراز	長い				
47015	 درازی 	دراز	長い				
41035	 طول 	طول	長さ				
41036	 طول 	طول	長さ				
41050	 طول 	طول	長さ				
37043	 پرنده 	پرنده	鳥				
50020	 پرنده 	پرنده	鳥				
50020	 پرنده 	پرنده	鳥				
50021	 پرنده 	پرنده	鳥				
50022	 پرنده 	پرنده	鳥				
50023	 پرنده 	پرنده	鳥				
50024	 پرنده 	پرنده	鳥				
50025	 پرنده 	پرنده	鳥				
50025	 پرنده 	پرنده	鳥				
50026	 پرنده 	پرنده	鳥				
50028	 پرنده 	پرنده	鳥				
50046	 پرنده 	پرنده	鳥				
50046	 پرنده 	پرنده	鳥				
50047	 پرنده 	پرنده	鳥				
50048	 پرنده 	پرنده	鳥				
50052	 پرنده 	پرنده	鳥				
50052	 پرنده 	پرنده	鳥				
50055	 پرنده 	پرنده	鳥				
50056	 پرنده 	پرنده	鳥				
50056	 پرنده 	پرنده	鳥				
50060	 پرنده 	پرنده	鳥				
50069	 پرنده 	پرنده	鳥				
50069	 پرنده 	پرنده	鳥				
50073	 پرنده 	پرنده	鳥				
50076	 پرنده 	پرنده	鳥				
50076	 پرنده 	پرنده	鳥				
50080	 پرنده 	پرنده	鳥				
59066	 پرنده 	پرنده	鳥				
59061	 پرنده ای 	پرنده	鳥				
59061	 پرنده ای 	پرنده	鳥				
50070	 پرنده ایه 	پرنده	鳥				
50057	 پرنده ها 	پرنده	鳥				
50069	 پرنده ها 	پرنده	鳥				
50081	 پرنده ها 	پرنده	鳥				
59076	 پرنده ها 	پرنده	鳥				
51013	 مرغ 	مرغ	鳥				
64004	 مرغ 	مرغ	鳥				
64009	 مرغ 	مرغ	鳥				
64010	 مرغ 	مرغ	鳥				
64014	 مرغ 	مرغ	鳥				
64014	 مرغ 	مرغ	鳥				
64014	 مرغ 	مرغ	鳥				
51012	 مرغ ها 	مرغ	鳥				
51014	 مرغ ها 	مرغ	鳥				
51016	 مرغ ها 	مرغ	鳥				
53012	 بلافاصله 	بلافاصله	直ちに				
50043	 قایم 	قایم	直立の、垂直の				
50044	 قایم 	قایم	直立の、垂直の				
50068	 قایم 	قایم	直立の、垂直の				
53039	 قایم 	قایم	直立の、垂直の				
53043	 قایم 	قایم	直立の、垂直の				
44031	 غرق 	غرق	沈没				
59076	 سکوت 	سکوت	沈黙				
61018	 مزد 	مزد	賃金				
62013	 مزد 	مزد	賃金				
62034	 مزد 	مزد	賃金				
62030	 مزدی 	مزدی	賃金の				
67029	 اوخ 	اوخ	痛い！				
67029	 اوخ 	اوخ	痛い！				
34042	 درد 	درد	痛み				
36013	 درد 	درد	痛み				
36018	 درد 	درد	痛み				
37037	 درد 	درد	痛み				
68010	 درد 	درد	痛み				
32047	 درد 	درد	痛み				
44004	 درد 	درد	痛み				
34028	 رد 	رد	通過				
34029	 رد 	رد	通過				
49004	 رد 	رد	通過				
54004	 رد 	رد	通過				
54005	 رد 	رد	通過				
59080	 رد 	رد	通過				
38014	 تعریف 	تعریف	定義				
44061	 تعریف 	تعریف	定義				
44084	 تعریف 	تعریف	定義				
35013	 ته 	ته	底				
35021	 ته 	ته	底				
44003	 ته 	ته	底				
34057	 اقل 	اقل	程度				
48013	 میخی 	میخ	釘				
48030	 میخی 	میخ	釘				
59082	 اموالشونو 	اموالشونو	泥棒				
58043	 دزد 	دزد	泥棒				
58047	 دزد 	دزد	泥棒				
45040	 دزده 	دزد	泥棒				
53018	 بچینه 	چیدن	摘む				
53022	 میچینم 	چیدن	摘む				
53019	 میچینی 	چیدن	摘む				
36039	 دشمن 	دشمن	敵				
36044	 دشمن 	دشمن	敵				
36045	 دشمن 	دشمن	敵				
67012	 حریف 	حریف	敵手				
37025	 آهنی 	آهنی	鉄の				
44006	 هوا 	هوا	天気				
48021	 مغازه 	مغازه	店				
32044	 مغازها 	مغازه	店				
53058	 میچسبنده 	چسباندن	貼る				
53057	 میچسبونده 	چسباندن	貼る				
49040	 شاگرد 	شاگرد	徒弟				
36026	 بلد 	بلد	都市				
32006	 شهر 	شهر	都市				
32053	 شهر 	شهر	都市				
32064	 شهر 	شهر	都市				
34014	 شهر 	شهر	都市				
34014	 شهر 	شهر	都市				
34014	 شهر 	شهر	都市				
34030	 شهر 	شهر	都市				
34031	 شهر 	شهر	都市				
34035	 شهر 	شهر	都市				
34035	 شهر 	شهر	都市				
34053	 شهر 	شهر	都市				
40010	 شهر 	شهر	都市				
40023	 شهر 	شهر	都市				
40024	 شهر 	شهر	都市				
44014	 شهر 	شهر	都市				
44065	 شهر 	شهر	都市				
50017	 شهر 	شهر	都市				
58002	 شهر 	شهر	都市				
58007	 شهر 	شهر	都市				
59079	 شهر 	شهر	都市				
59079	 شهر 	شهر	都市				
63041	 شهر 	شهر	都市				
32006	 شهر های 	شهر	都市				
34019	 شهری 	شهر	都市				
34030	 شهری 	شهر	都市				
42013	 شهری 	شهر	都市				
44067	 شهری 	شهر	都市				
32017	 شهریه 	شهر	都市				
61024	 تلاش 	تلاش	努力				
61024	 تلاش 	تلاش	努力				
62022	 تلاش 	تلاش	努力				
62030	 تلاش 	تلاش	努力				
62034	 تلاش 	تلاش	努力				
61015	 مرتب 	مرتبه	度、回				
45035	 مرتبه 	مرتبه	度、回				
51016	 خاک 	خاک	土				
53052	 خاک 	خاک	土				
70004	 خاک 	خاک	土				
55001	 جهله 	جهله	土でできた壺				
55002	 جهله 	جهله	土でできた壺				
55005	 جهله 	جهله	土でできた壺				
55007	 جهله 	جهله	土でできた壺				
55007	 جهله 	جهله	土でできた壺				
55008	 جهله 	جهله	土でできた壺				
55004	 جهله ای 	جهله	土でできた壺				
57043	 چیزی 	دیزی	土なべ				
57008	 دیزی 	دیزی	土なべ				
57015	 دیزی 	دیزی	土なべ				
57019	 دیزی 	دیزی	土なべ				
57020	 دیزی 	دیزی	土なべ				
57043	 دیزی 	دیزی	土なべ				
58003	 دیزی 	دیزی	土なべ				
58003	 دیزی 	دیزی	土なべ				
58004	 دیزی 	دیزی	土なべ				
58004	 دیزی 	دیزی	土なべ				
58008	 دیزی 	دیزی	土なべ				
58008	 دیزی 	دیزی	土なべ				
58008	 دیزی 	دیزی	土なべ				
58035	 بنده 	بنده	奴隷				
65009	 بنده 	بنده	奴隷				
53040	 بنده 	بنده	奴隷				
53046	 بنده 	بنده	奴隷				
48004	 غلام 	غلام	奴隷				
48006	 غلام 	غلام	奴隷				
48011	 غلام 	غلام	奴隷				
48018	 غلام 	غلام	奴隷				
48019	 غلام 	غلام	奴隷				
48020	 غلام 	غلام	奴隷				
48022	 غلام 	غلام	奴隷				
48010	 غلامه 	غلام	奴隷				
48023	 غلامه 	غلام	奴隷				
48026	 غلامه 	غلام	奴隷				
48017	 غلامو 	غلام	奴隷				
48018	 غلامو 	غلام	奴隷				
48003	 غلامی 	غلام	奴隷				
51016	 خشم 	خشم	怒り				
51016	 عصبانیت 	عصبانیت	怒り				
34023	 زمستون 	زمستان	冬				
34024	 زمستون 	زمستان	冬				
56003	 زمستون 	زمستان	冬				
56019	 زمستون 	زمستان	冬				
43040	 برج 	برج	塔				
35021	 پرت 	پرت	投げられた				
45043	 انداخت 	انداختن	投げる				
46055	 انداخت 	انداختن	投げる				
46058	 انداخت 	انداختن	投げる				
50053	 انداخت 	انداختن	投げる				
53116	 انداخت 	انداختن	投げる				
61009	 انداخت 	انداختن	投げる				
61014	 انداخت 	انداختن	投げる				
61022	 انداخت 	انداختن	投げる				
46067	 انداختم 	انداختن	投げる				
32017	 انداختند 	انداختن	投げる				
67002	 انداخته 	انداختن	投げる				
53107	 انداختین 	انداختن	投げる				
53108	 انداختین 	انداختن	投げる				
53109	 انداختین 	انداختن	投げる				
53114	 بنداز 	انداختن	投げる				
54013	 بنداز 	انداختن	投げる				
54013	 بنداز 	انداختن	投げる				
54016	 بندازم 	انداختن	投げる				
53115	 بندازه 	انداختن	投げる				
61015	 میانداخت 	انداختن	投げる				
61024	 میانداختم 	انداختن	投げる				
53110	 میانداختین 	انداختن	投げる				
43033	 میاندازن 	انداختن	投げる				
42008	 میاندازه 	انداختن	投げる				
60004	 میاندازه 	انداختن	投げる				
60008	 میاندازه 	انداختن	投げる				
59069	 میاندازی 	انداختن	投げる				
53110	 مینداختین 	انداختن	投げる				
62020	 میندازه 	انداختن	投げる				
62027	 میندازه 	انداختن	投げる				
62031	 میندازه 	انداختن	投げる				
53106	 ننداختیم 	انداختن	投げる				
45014	 دزدی 	دزدی	盗み				
45024	 دزدی 	دزدی	盗み				
45024	 دزدی 	دزدی	盗み				
45025	 دزدی 	دزدی	盗み				
58043	 دزدی 	دزدی	盗み				
58048	 دزدی 	دزدی	盗み				
43009	 میدزده 	دزدیدن	盗む				
34034	 جواب 	جواب	答え				
31026	 سیدی 	سیدی	統治				
31020	 رفت در 	دررفتن	逃げる				
36039	 فرار 	فرار	逃亡				
36042	 فرار 	فرار	逃亡				
36047	 فرار 	فرار	逃亡				
37054	 فرار 	فرار	逃亡				
37055	 فرار 	فرار	逃亡				
40015	 فرار 	فرار	逃亡				
45005	 فرار 	فرار	逃亡				
48025	 فرار 	فرار	逃亡				
50078	 فرار 	فرار	逃亡				
51017	 فرار 	فرار	逃亡				
53087	 فرار 	فرار	逃亡				
53090	 فرار 	فرار	逃亡				
53090	 فرار 	فرار	逃亡				
53091	 فرار 	فرار	逃亡				
53099	 فرار 	فرار	逃亡				
59077	 فرار 	فرار	逃亡				
55003	 سفال 	سفال	陶器				
55002	 سفالی 	سفالی	陶器の				
31013	 سر 	سر	頭				
31053	 سر 	سر	頭				
32065	 سر 	سر	頭				
35013	 سر 	سر	頭				
37009	 سر 	سر	頭				
38025	 سر 	سر	頭				
39018	 سر 	سر	頭				
41020	 سر 	سر	頭				
43027	 سر 	سر	頭				
43030	 سر 	سر	頭				
44078	 سر 	سر	頭				
45035	 سر 	سر	頭				
47001	 سر 	سر	頭				
47002	 سر 	سر	頭				
47017	 سر 	سر	頭				
47019	 سر 	سر	頭				
47023	 سر 	سر	頭				
47025	 سر 	سر	頭				
47029	 سر 	سر	頭				
47045	 سر 	سر	頭				
47046	 سر 	سر	頭				
47047	 سر 	سر	頭				
47047	 سر 	سر	頭				
47048	 سر 	سر	頭				
51014	 سر 	سر	頭				
51016	 سر 	سر	頭				
53035	 سر 	سر	頭				
53122	 سر 	سر	頭				
54004	 سر 	سر	頭				
56011	 سر 	سر	頭				
56020	 سر 	سر	頭				
57016	 سر 	سر	頭				
57040	 سر 	سر	頭				
58048	 سر 	سر	頭				
58057	 سر 	سر	頭				
59035	 سر 	سر	頭				
59048	 سر 	سر	頭				
59048	 سر 	سر	頭				
59064	 سر 	سر	頭				
59069	 سر 	سر	頭				
59076	 سر 	سر	頭				
61012	 سر 	سر	頭				
63044	 سر 	سر	頭				
64014	 سر 	سر	頭				
31052	 سر 	سر	頭				
39022	 سر 	سر	頭				
40016	 سر 	سر	頭				
44041	 سر 	سر	頭				
45011	 سر 	سر	頭				
58023	 سر 	سر	頭				
58023	 سر 	سر	頭				
53004	 کله 	کله	頭				
51017	 حرکت 	حرکت	動き				
36040	 بر 	بر	動詞の接頭辞として用いられる				
36040	 بر 	بر	動詞の接頭辞として用いられる				
41057	 بر 	بر	動詞の接頭辞として用いられる				
44022	 بر 	بر	動詞の接頭辞として用いられる				
44025	 بر 	بر	動詞の接頭辞として用いられる				
44025	 بر 	بر	動詞の接頭辞として用いられる				
44084	 بر 	بر	動詞の接頭辞として用いられる				
45030	 بر 	بر	動詞の接頭辞として用いられる				
45044	 بر 	بر	動詞の接頭辞として用いられる				
46015	 بر 	بر	動詞の接頭辞として用いられる				
46042	 بر 	بر	動詞の接頭辞として用いられる				
46054	 بر 	بر	動詞の接頭辞として用いられる				
46062	 بر 	بر	動詞の接頭辞として用いられる				
47004	 بر 	بر	動詞の接頭辞として用いられる				
47048	 بر 	بر	動詞の接頭辞として用いられる				
49033	 بر 	بر	動詞の接頭辞として用いられる				
49038	 بر 	بر	動詞の接頭辞として用いられる				
58012	 بر 	بر	動詞の接頭辞として用いられる				
58015	 بر 	بر	動詞の接頭辞として用いられる				
59053	 بر 	بر	動詞の接頭辞として用いられる				
59054	 بر 	بر	動詞の接頭辞として用いられる				
60003	 بر 	بر	動詞の接頭辞として用いられる				
62033	 بر 	بر	動詞の接頭辞として用いられる				
64009	 بر 	بر	動詞の接頭辞として用いられる				
64012	 بر 	بر	動詞の接頭辞として用いられる				
66002	 بر 	بر	動詞の接頭辞として用いられる				
66012	 بر 	بر	動詞の接頭辞として用いられる				
40014	 ور 	بر	動詞の接頭辞として用いられる				
40015	 ور 	بر	動詞の接頭辞として用いられる				
40023	 ور 	بر	動詞の接頭辞として用いられる				
40024	 ور 	بر	動詞の接頭辞として用いられる				
41018	 ور 	بر	動詞の接頭辞として用いられる				
41020	 ور 	بر	動詞の接頭辞として用いられる				
41026	 ور 	بر	動詞の接頭辞として用いられる				
44062	 ور 	بر	動詞の接頭辞として用いられる				
44073	 ور 	بر	動詞の接頭辞として用いられる				
44074	 ور 	بر	動詞の接頭辞として用いられる				
44075	 ور 	بر	動詞の接頭辞として用いられる				
50024	 ور 	بر	動詞の接頭辞として用いられる				
50057	 ور 	بر	動詞の接頭辞として用いられる				
41006	 جانور 	جانور	動物				
41013	 جانوران 	جانور	動物				
59078	 حیوانات 	حیوان	動物				
63014	 حیوانات 	حیوان	動物				
41006	 حیواناتو 	حیوان	動物				
41059	 حیونات 	حیوان	動物				
00 41058 	 حیونات 	حیوان	動物				
63032	 حیوون 	حیوان	動物				
63036	 حیوونهای 	حیوان	動物				
63021	 حیوونی 	حیوان	動物				
38003	 غار 	غار	洞穴				
38008	 غار 	غار	洞穴				
38011	 غار 	غار	洞穴				
38012	 غار 	غار	洞穴				
39010	 غار 	غار	洞穴				
39011	 غار 	غار	洞穴				
34018	 راه 	راه	道				
34021	 راه 	راه	道				
36041	 راه 	راه	道				
38006	 راه 	راه	道				
38012	 راه 	راه	道				
40003	 راه 	راه	道				
43033	 راه 	راه	道				
44006	 راه 	راه	道				
44007	 راه 	راه	道				
44013	 راه 	راه	道				
44074	 راه 	راه	道				
46055	 راه 	راه	道				
46058	 راه 	راه	道				
46058	 راه 	راه	道				
46058	 راه 	راه	道				
46067	 راه 	راه	道				
49017	 راه 	راه	道				
49031	 راه 	راه	道				
49032	 راه 	راه	道				
49033	 راه 	راه	道				
49034	 راه 	راه	道				
49039	 راه 	راه	道				
49039	 راه 	راه	道				
49040	 راه 	راه	道				
50081	 راه 	راه	道				
53055	 راه 	راه	道				
53090	 راه 	راه	道				
54004	 راه 	راه	道				
58023	 راه 	راه	道				
58041	 راه 	راه	道				
58041	 راه 	راه	道				
58048	 راه 	راه	道				
58054	 راه 	راه	道				
59069	 راه 	راه	道				
66002	 راه 	راه	道				
71002	 راه 	راه	道				
71014	 راه 	راه	道				
44025	 راهی 	راه	道				
49017	 راهی 	راه	道				
50077	 راهی 	راه	道				
54003	 راهی 	راه	道				
34006	 طریقی 	طریق	道				
44064	 طریقی 	طریق	道				
36001	 مسخره 	مسخره	道化師				
67036	 مس 	مس	銅				
37040	 خاصه 	خاصه	特に				
37043	 خاصیت 	خاصیت	特性				
36015	 خاصی 	خاص	特別の				
43006	 ویژه 	ویژه	特別の				
37006	 کچل 	کچل	禿げ頭				
44088	 کچل 	کچل	禿げ頭				
44088	 کچل 	کچل	禿げ頭				
50034	 کچل 	کچل	禿げ頭				
50035	 کچل 	کچل	禿げ頭				
50062	 کچل 	کچل	禿げ頭				
50063	 کچل 	کچل	禿げ頭				
53002	 کچل 	کچل	禿げ頭				
53003	 کچل 	کچل	禿げ頭				
53005	 کچل 	کچل	禿げ頭				
53006	 کچل 	کچل	禿げ頭				
53009	 کچل 	کچل	禿げ頭				
53024	 کچل 	کچل	禿げ頭				
53025	 کچل 	کچل	禿げ頭				
53030	 کچل 	کچل	禿げ頭				
53036	 کچل 	کچل	禿げ頭				
53050	 کچل 	کچل	禿げ頭				
53062	 کچل 	کچل	禿げ頭				
53072	 کچل 	کچل	禿げ頭				
53079	 کچل 	کچل	禿げ頭				
53082	 کچل 	کچل	禿げ頭				
53084	 کچل 	کچل	禿げ頭				
53087	 کچل 	کچل	禿げ頭				
53087	 کچل 	کچل	禿げ頭				
53091	 کچل 	کچل	禿げ頭				
53101	 کچل 	کچل	禿げ頭				
53105	 کچل 	کچل	禿げ頭				
53106	 کچل 	کچل	禿げ頭				
53115	 کچل 	کچل	禿げ頭				
53118	 کچل 	کچل	禿げ頭				
53085	 کچلا 	کچل	禿げ頭				
53004	 کچله 	کچل	禿げ頭				
53004	 کچله 	کچل	禿げ頭				
50034	 کچلی 	کچل	禿げ頭				
50034	 کچلی 	کچل	禿げ頭				
31037	 خلـوت 	خلوت	独居				
33005	 خواند 	خواندن	読む				
37026	 خودن 	خواندن	読む				
57021	 خون 	خواندن	読む				
57032	 خون 	خواندن	読む				
50053	 خوند 	خواندن	読む				
57032	 خوند 	خواندن	読む				
57028	 خونده 	خواندن	読む				
50054	 میخوند 	خواندن	読む				
58050	 میخوندن 	خواندن	読む				
58050	 میخوندن 	خواندن	読む				
59017	 میخونم 	خواندن	読む				
59017	 میخونن 	خواندن	読む				
57026	 نخونده 	خواندن	読む				
57030	 نخونده 	خواندن	読む				
61003	 نمیخوند 	خواندن	読む				
63025	 هجوم 	هجوم	突撃				
36044	 تاخت 	تاختن	突進する				
50054	 برسون 	رساندن	届ける				
37026	 رساند 	رساندن	届ける				
37013	 رسوند 	رساندن	届ける				
37016	 رسوند 	رساندن	届ける				
38007	 ریسمان 	ریسمان	縄				
40009	 دوتا 	دوتا	二つの				
50085	 دوتا 	دوتا	二つの				
34029	 بیست 	بیست	二十				
41050	 بیست 	بیست	二十				
50016	 بیست 	بیست	二十				
53034	 دویست 	دویست	二百				
53034	 دیویس 	دویست	二百				
52002	 گوشت 	گوشت	肉				
52003	 گوشت 	گوشت	肉				
58005	 گوشت 	گوشت	肉				
58008	 گوشت 	گوشت	肉				
59008	 گوشت 	گوشت	肉				
52007	 گوشتا 	گوشت	肉				
52008	 گوشتا 	گوشت	肉				
57016	 گوشتا 	گوشت	肉				
52006	 گوشته 	گوشت	肉				
58003	 گوشتی 	گوشتی	肉の				
32016	 روز 	روز	日				
32016	 روز 	روز	日				
32017	 روز 	روز	日				
32021	 روز 	روز	日				
32040	 روز 	روز	日				
34029	 روز 	روز	日				
44054	 روز 	روز	日				
44063	 روز 	روز	日				
45018	 روز 	روز	日				
47044	 روز 	روز	日				
47046	 روز 	روز	日				
50002	 روز 	روز	日				
50004	 روز 	روز	日				
50004	 روز 	روز	日				
50018	 روز 	روز	日				
50018	 روز 	روز	日				
50020	 روز 	روز	日				
50023	 روز 	روز	日				
50034	 روز 	روز	日				
52004	 روز 	روز	日				
58002	 روز 	روز	日				
60005	 روز 	روز	日				
61015	 روز 	روز	日				
61015	 روز 	روز	日				
61015	 روز 	روز	日				
61017	 روز 	روز	日				
61018	 روز 	روز	日				
62012	 روز 	روز	日				
63007	 روز 	روز	日				
64003	 روز 	روز	日				
64004	 روز 	روز	日				
64009	 روز 	روز	日				
64010	 روز 	روز	日				
65006	 روز 	روز	日				
65010	 روز 	روز	日				
71002	 روز 	روز	日				
37002	 روز های 	روز	日				
41008	 روزا 	روز	日				
32056	 روزه 	روز	日				
61024	 روزهای 	روز	日				
32050	 روزی 	روز	日				
36002	 روزی 	روز	日				
37031	 روزی 	روز	日				
39007	 روزی 	روز	日				
40003	 روزی 	روز	日				
41050	 روزی 	روز	日				
41050	 روزی 	روز	日				
41050	 روزی 	روز	日				
44002	 روزی 	روز	日				
44053	 روزی 	روز	日				
50007	 روزی 	روز	日				
49040	 رزق 	رزق	日々の糧				
57003	 غروب 	غروب	日没				
57012	 غروب 	غروب	日没				
45026	 ژاپن 	ژاپن	日本				
45026	 ژاپن 	ژاپن	日本				
45026	 ژاپن 	ژاپن	日本				
45026	 ژاپن 	ژاپن	日本				
41025	 شیر 	شیر	乳				
34015	 لله 	لله	乳母				
34016	 لله 	لله	乳母				
34016	 لله 	لله	乳母				
34025	 لله 	لله	乳母				
34025	 لله 	لله	乳母				
34015	 لله ای 	لله	乳母				
47035	 آبستن 	آبستن	妊娠している				
47036	 آبستن 	آبستن	妊娠している				
43006	 حامله 	حامله	妊娠している				
45001	 حامله 	حامله	妊娠している				
68001	 حامله 	حامله	妊娠している				
46004	 صبر 	صبر	忍耐				
53065	 صبر 	صبر	忍耐				
68012	 صبر 	صبر	忍耐				
69019	 صبر 	صبر	忍耐				
71008	 صبر 	صبر	忍耐				
71013	 صبر 	صبر	忍耐				
32042	 صبور 	صبور	忍耐強い				
32044	 صبور 	صبور	忍耐強い				
32044	 صبور 	صبور	忍耐強い				
32046	 صبور 	صبور	忍耐強い				
32047	 صبور 	صبور	忍耐強い				
32048	 صبور 	صبور	忍耐強い				
32050	 صبور 	صبور	忍耐強い				
32050	 صبور 	صبور	忍耐強い				
32054	 صبور 	صبور	忍耐強い				
32054	 صبور 	صبور	忍耐強い				
32059	 صبور 	صبور	忍耐強い				
32059	 صبور 	صبور	忍耐強い				
34050	 شناخت 	شناختن	認める				
34051	 شناخت 	شناختن	認める				
48022	 شناخت 	شناختن	認める				
44072	 میشناسه 	شناختن	認める				
48023	 نشناخت 	شناختن	認める				
52008	 گربه 	گربه	猫				
52009	 گربه 	گربه	猫				
52009	 گربه 	گربه	猫				
40004	 داغ 	داغ	熱い				
53025	 داغ 	داغ	熱い				
59049	 شور 	شور	熱情				
31028	 سال 	سال	年				
31029	 سال 	سال	年				
31031	 سال 	سال	年				
31032	 سال 	سال	年				
31035	 سال 	سال	年				
31039	 سال 	سال	年				
32040	 سال 	سال	年				
32043	 سال 	سال	年				
43013	 سال 	سال	年				
49007	 سال 	سال	年				
50016	 سال 	سال	年				
53083	 سال 	سال	年				
54008	 سال 	سال	年				
38004	 سال 	سال	年				
38007	 سال 	سال	年				
38014	 سال 	سال	年				
39007	 سال 	سال	年				
39008	 سال 	سال	年				
39022	 سال 	سال	年				
57034	 سال 	سال	年				
57034	 سال 	سال	年				
50016	 سال های 	سال	年				
32040	 سالی 	سال	年				
39008	 سالی 	سال	年				
57035	 سالی 	سال	年				
33003	 کهنسال 	کهن سال	年取った				
31010	 پیر 	پیر	年老いた				
31031	 پیر 	پیر	年老いた				
31048	 پیر 	پیر	年老いた				
34025	 پیر 	پیر	年老いた				
44017	 پیر 	پیر	年老いた				
44033	 پیر 	پیر	年老いた				
44034	 پیر 	پیر	年老いた				
44035	 پیر 	پیر	年老いた				
44036	 پیر 	پیر	年老いた				
44037	 پیر 	پیر	年老いた				
44037	 پیر 	پیر	年老いた				
44039	 پیر 	پیر	年老いた				
44039	 پیر 	پیر	年老いた				
44043	 پیر 	پیر	年老いた				
44050	 پیر 	پیر	年老いた				
44054	 پیر 	پیر	年老いた				
46015	 پیر 	پیر	年老いた				
46015	 پیر 	پیر	年老いた				
46017	 پیر 	پیر	年老いた				
46019	 پیر 	پیر	年老いた				
46020	 پیر 	پیر	年老いた				
46021	 پیر 	پیر	年老いた				
46034	 پیر 	پیر	年老いた				
49006	 پیر 	پیر	年老いた				
49009	 پیر 	پیر	年老いた				
49027	 پیر 	پیر	年老いた				
50004	 پیر 	پیر	年老いた				
50004	 پیر 	پیر	年老いた				
56007	 پیر 	پیر	年老いた				
56010	 پیر 	پیر	年老いた				
56010	 پیر 	پیر	年老いた				
62001	 پیر 	پیر	年老いた				
62001	 پیر 	پیر	年老いた				
64002	 پیر 	پیر	年老いた				
64002	 پیر 	پیر	年老いた				
64003	 پیر 	پیر	年老いた				
64014	 پیر 	پیر	年老いた				
64014	 پیر 	پیر	年老いた				
64014	 پیر 	پیر	年老いた				
71006	 پیر 	پیر	年老いた				
71007	 پیر 	پیر	年老いた				
67035	 سوخته 	سوخته	燃えた				
61005	 سوخت 	سوختن	燃える				
61023	 سوخت 	سوختن	燃える				
50081	 میسوزن 	سوختن	燃える				
43011	 میسوزه 	سوختن	燃える				
53029	 میسوزه 	سوختن	燃える				
53029	 میسوزه 	سوختن	燃える				
62032	 میسوزه 	سوختن	燃える				
67026	 گیرون 	گیراندن	燃やす				
41038	 مخ 	مخ	脳				
43011	 کـشاورزی 	کشاورزی	農業				
58012	 کشاورزی 	کشاورزی	農業				
58012	 کشاورزی 	کشاورزی	農業				
43012	 دهقان 	دهقان	農夫				
58012	 کشاورز 	کشاورز	農夫				
58015	 کشاورز 	کشاورز	農夫				
58012	 کشاورزا 	کشاورز	農夫				
57017	 چارق 	چارق	農夫がはくぞうり（靴）				
57018	 چارق 	چارق	農夫がはくぞうり（靴）				
57019	 چارق 	چارق	農夫がはくぞうり（靴）				
57044	 چارقه 	چارق	農夫がはくぞうり（靴）				
57048	 چارقی 	چارق	農夫がはくぞうり（靴）				
49002	 رعیتی 	رعیت	農民				
33010	 خراب 	خراب	破滅した				
33016	 خراب 	خراب	破滅した				
33017	 خراب 	خراب	破滅した				
33018	 خراب 	خراب	破滅した				
33021	 خراب 	خراب	破滅した				
